UID,PHYLUM,CLASS,ORDER,FAMILY,GENUS,TARGET_TAXON,TAXA_ID,TOTAL300,IS_DISTINCT300,LAT_DD83,LON_DD83,STRAH_CAT,EPA_REG,SITE_ID,YEAR,DATE_COL,VISIT_NO,SAMPLE_TYPE,MMI_BENT,BENT_MMI_COND,candidate_station_1_id,candidate_station_1_distance_km,candidate_station_2_id,candidate_station_2_distance_km,candidate_station_3_id,candidate_station_3_distance_km,candidate_station_4_id,candidate_station_4_distance_km,candidate_station_5_id,candidate_station_5_distance_km
2013411,ARTHROPODA,INSECTA,DIPTERA,SIMULIIDAE,SIMULIUM,SIMULIUM,4281,3.0,1.0,44.3461859573299,-106.7024292,LargeStreams,Region_08,NRS18_WY_10085,2018.0,8/30/2018,1,BERW,80.17,Good,US1WYJN0026,0.41977748711706137,US1WYJN0041,0.4990737594877569,USC00481165,0.746078827639694,US1WYJN0042,0.7590132701910807,US1WYJN0024,0.7724122842469991
2013412,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,HESPEROPERLA,HESPEROPERLA,3805,1.0,1.0,41.1260788560491,-106.4326716,RiversMajor,Region_08,NRS18_WY_12197,2018.0,8/30/2018,1,BETB,69.25,Good,USC00480655,7.379043274056222,USC00483045,16.66943035327957,US1COJK0028,16.964213408619052,USC00480535,19.79741338784658,USC00056382,20.98582167950457
2013413,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MICROTENDIPES,MICROTENDIPES,3982,,,42.2565666568257,-104.7365833,RiversMajor,Region_08,NRS18_WY_12046,2018.0,8/31/2018,1,BETB,72.78,Good,US1WYPT0035,1.1146323279972685,US1WYPT0025,1.4726537827520556,US1WYPT0001,3.6893112252832627,USC00484131,3.8700500814801804,USC00484126,4.3437519047466
2013414,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,3.0,1.0,42.5024558606177,-108.2566083,RiversOther,Region_08,NRS18_WY_10089,2018.0,8/29/2018,1,BERW,84.08,Good,USC00486875,7.016575151793553,US1WYFM0025,7.643077557785777,USC00487980,29.988349191130794,USC00480434,32.11219986412433,USC00484925,35.24296383131648
2013415,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,6.0,1.0,39.3101110558549,-80.27189457,SmallStreams,Region_03,NRS18_WV_10013,2018.0,8/30/2018,1,BERW,31.02,Fair,US1WVHS0006,0.6089491002968602,US1WVHS0012,0.7444858710124637,USW00003802,4.222086573464491,USC00461682,6.067010090659397,USC00461677,8.341808584709044
2013416,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,NILOTHAUMA,NILOTHAUMA,4043,2.0,1.0,41.8383236462461,-71.61173317,SmallStreams,Region_01,NRS18_RI_10201,2018.0,8/31/2018,1,BERW,60.58,Good,US1RIPR0130,3.523519787411448,US1RIPR0121,5.837886634150521,USC00375354,5.955339364904451,USC00373306,6.238575318741275,US1RIPR0033,7.054677950503586
2013417,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,2.0,1.0,42.3636919872797,-104.9080902,RiversMajor,Region_08,NRS18_WY_10065,2018.0,9/3/2018,1,BETB,43.47,Good,USC00483944,12.621439033413123,USC00484125,13.610305778078583,USC00484126,14.46733969830281,USC00484131,14.663809074421785,USC00482800,14.903015042918332
2013418,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,HYDROPSYCHIDAE,3845,1.0,0.0,41.6051261677059,-104.633556,LargeStreams,Region_08,NRS18_WY_10845,2018.0,9/3/2018,1,BERW,71.68,Good,US1WYPT0046,8.93304910374326,US1WYLM0094,11.278139106423318,USC00487200,11.777489196667073,US1WYPT0011,11.863614561719894,US1WYGS0022,13.411079519959614
2013419,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,3578,3.0,1.0,43.492475395197,-106.6606345,LargeStreams,Region_08,NRS18_WY_10073,2018.0,9/2/2018,1,BERW,42.28,Poor,USC00480237,9.069313325210127,US1WYNT0015,10.24771622221154,USC00488810,15.242027024802269,USC00485065,18.010146071859303,US1WYJN0005,21.405538023734515
2013420,NEMERTEA,ENOPLA,HOPLONEMERTEA,TETRASTEMMATIDAE,PROSTOMA,PROSTOMA,4199,1.0,1.0,41.6004875930499,-72.75885445,SmallStreams,Region_01,NRS18_CT_10032,2018.0,8/30/2018,1,BERW,40.67,Poor,US1CTHR0018,1.7351941475948844,US1CTHR0080,3.1602744755514904,US1CTHR0145,3.8459592026328124,US1CTHR0015,5.332753495560983,US1CTMD0012,5.4613828776071145
2013421,ANNELIDA,OLIGOCHAETA,,,,OLIGOCHAETA,4061,8.0,1.0,38.8083623719349,-121.6352071,RiversOther,Region_09,NRS18_CA_10012,2018.0,9/4/2018,1,BETB,28.15,Poor,USC00044592,7.122588942976764,USC00044591,7.122588942976764,USC00046193,11.136949966280799,USW00093225,12.486841221435853,USC00046194,15.257640491224926
2013422,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,HYDROPSYCHIDAE,3845,1.0,0.0,43.4246023674675,-97.08474691,RiversOther,Region_08,NRS18_SD_10045,2018.0,9/4/2018,1,BERW,41.38,Good,US1SDMC0013,9.331673537073918,US1SDTR0008,10.390963912402858,US1SDMC0015,13.441331646968173,US1SDTR0003,13.617582582851593,USC00395228,13.667535324934622
2013423,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,AULODRILUS,AULODRILUS,3496,,,35.7308382495682,-84.32573156,RiversMajor,Region_04,NRS18_TN_11090,2018.0,9/4/2018,1,BETB,14.17,Poor,USC00405451,0.7359530486487559,US1TNLN0012,5.246598264002054,US1TNLN0011,5.841477642440146,USC00405158,8.518164411891252,US1TNLN0015,9.237240953851893
2013424,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,3578,3.0,1.0,43.6733448728752,-106.5306621,RiversOther,Region_08,NRS18_WY_11299,2018.0,8/31/2018,1,BERW,27.88,Poor,US1WYJN0001,8.666694507654123,USC00485055,9.748671087857117,USC00488801,14.825985276517706,US1WYJN0005,15.79398078287267,USC00486680,16.388107287624646
2013425,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,MENETUS,MENETUS,3967,1.0,1.0,37.7866242962126,-96.42997002,LargeStreams,Region_07,NRS18_KS_10001,2018.0,9/4/2018,1,BERW,58.63,Good,US1KSGW0001,12.661060229052376,US1KSGW0002,14.275622350789533,USC00142622,15.168421905815123,USC00142623,16.283884982367233,US1KSBU0021,16.931474872144115
2013426,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,,,HAPLOTAXIDA,3783,1.0,1.0,38.8012729053296,-105.1697687,SmallStreams,Region_08,NRS18_CO_10224,2018.0,9/4/2018,1,BERW,39.3,Fair,USC00051977,2.7200077019632825,US1COTL0026,2.8850913379395964,US1COTL0016,5.353914123046797,USC00051973,5.798909637803853,US1COTL0037,6.352946541337367
2013428,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CHIRONOMIDAE,3581,1.0,0.0,28.3021048474044,-98.05815346,RiversMajor,Region_06,NRS18_TX_10014,2018.0,9/5/2018,1,BETB,13.05,Poor,US1TXLO0011,3.2463261760853217,US1TXLO0018,4.089659490768342,USC00413508,6.288364126614118,US1TXLO0002,6.7648640006341,USR0000TGEO,9.188296995154445
2013429,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,NANOCLADIUS,NANOCLADIUS,4005,1.0,1.0,38.8512995781994,-121.6304411,RiversOther,Region_09,NRS18_CA_10795,2018.0,9/5/2018,1,BETB,21.53,Poor,USC00046193,6.780709377519556,USC00044591,9.400786615056875,USC00044592,9.400786615056875,USC00046194,11.146739333043861,USW00093225,17.04105425089016
2013430,MOLLUSCA,BIVALVIA,VENEROIDA,CORBICULIDAE,CORBICULA,CORBICULA,3612,142.0,1.0,33.3135750551657,-84.17306649,LargeStreams,Region_04,NRS18_GA_10005,2018.0,9/5/2018,1,BERW,14.82,Poor,US1GASP0006,7.5870583364013475,USC00098460,10.474290531205217,US1GAHY0011,10.76686786277515,USC00093936,11.213006027685692,US1GAHY0014,11.603051164446061
2013431,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA,3476,1.0,1.0,43.4799640651245,-97.13014341,RiversOther,Region_08,NRS18_SD_10021,2018.0,9/5/2018,1,BERW,49.97,Good,US1SDMC0013,2.263254980540686,US1SDMC0015,6.426520857993163,US1SDTR0003,11.487211033760033,USC00395228,11.961729073037361,US1SDTR0014,13.205532647971161
2013432,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,3.0,1.0,36.1250756561568,-83.18162197,RiversOther,Region_04,NRS18_TN_10008,2018.0,9/5/2018,1,BETB,6.83,Poor,US1TNJF0004,7.9111637758806665,USC00409710,9.180133797673207,US1TNGN0004,9.738950964214384,US1TNCC0009,13.350224541929657,US1TNGN0017,14.370413963199145
2013433,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,LEPTOPHLEBIIDAE,3904,1.0,1.0,42.083662649277,-76.29192789,RiversMajor,Region_02,NRS18_NY_10041,2018.0,9/5/2018,1,BETB,52.35,Fair,USC00306356,2.1540750738212786,US1NYTG0007,3.741916444266932,US1NYTG0019,7.394008806778867,US1NYTG0018,10.506899612219451,USC00308309,11.103182477121038
2013434,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,GYRAULUS,GYRAULUS,3771,,,41.2724226226825,-74.84021528,RiversMajor,Region_02,NRS18_NJ_10002,2018.0,9/5/2018,1,BETB,71.45,Good,USC00284735,2.6239979937311015,USC00284736,3.3342467151644906,USC00365752,5.960526363418898,US1NJSS0028,6.061323883239089,USC00362160,6.579860500179761
2013435,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,NEOLEPTOPHLEBIA,NEOLEPTOPHLEBIA,5124,5.0,1.0,,,,Region_08,NRS18_UT_10032,,9/5/2018,2,BERW,47.65,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013436,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,THIENEMANNIMYIA GENUS GR.,4362,1.0,1.0,,,,Region_03,NRS18_MD_10002,,9/6/2018,2,BETB,33.48,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013437,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,GAMMARUS,GAMMARUS,3744,40.0,1.0,42.0289548425636,-76.39830205,RiversMajor,Region_02,NRS18_NY_10020,2018.0,9/6/2018,1,BETB,59.92,Good,US1NYTG0018,0.5824854648736961,US1PABF0017,5.889940118421422,USC00306356,8.820160987797983,USC00360279,10.887925801631509,USC00309047,10.890754743347498
2013438,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CRICOTOPUS/ORTHOCLADIUS,3623,1.0,1.0,,,,Region_08,NRS18_WY_10010,,9/5/2018,2,BERW,34.92,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013439,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CRICOTOPUS/ORTHOCLADIUS,3623,55.0,1.0,42.546894801745,-109.1163941,SmallStreams,Region_08,NRS18_WY_10071,2018.0,9/6/2018,1,BERW,70.7,Good,USS0009G06S,4.268883507686284,USC00482780,13.412950382260222,USS0009G09S,16.419760776737636,USS0008G10S,18.357640935812846,USR0000WAND,18.869579809606694
2013440,ARTHROPODA,INSECTA,PLECOPTERA,NEMOURIDAE,SOYEDINA,SOYEDINA,4293,1.0,1.0,36.4465831689799,-81.73968862,SmallStreams,Region_04,NRS18_TN_10019,2018.0,9/6/2018,1,BERW,37.07,Fair,USC00406292,6.448946288917907,USC00316565,6.539473665752705,USC00406287,7.241638227421633,US1NCAS0015,7.5233972650936085,USC00405770,7.649157126046481
2013441,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CRICOTOPUS/ORTHOCLADIUS,3623,20.0,1.0,41.3950922752112,-73.42907896,LargeStreams,Region_01,NRS18_CT_10009,2018.0,9/6/2018,1,BERW,31.38,Poor,USC00061762,0.8821930610691138,US1CTFR0082,1.9806011347989416,US1CTFR0043,3.5961878042547677,US1CTFR0041,3.9056800596914494,US1CTFR0016,4.392650488374005
2013442,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,RHEOCRICOTOPUS,RHEOCRICOTOPUS,4245,3.0,1.0,43.101181707114,-122.8297435,SmallStreams,Region_10,NRS18_OR_10006,2018.0,9/6/2018,1,BERW,67.67,Good,USR0000OTAF,14.303345476943633,USR0000OBUE,15.911320646493188,USC00354939,19.448384962225937,USC00355892,20.07004809344509,USC00358514,21.29646003992762
2013443,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ISCHNURA,ISCHNURA,3863,1.0,1.0,43.2174780178184,-70.65012175,SmallStreams,Region_01,NRS18_ME_10017,2018.0,9/6/2018,1,BERW,27.57,Poor,USC00171131,1.1770743302748825,US1MEYK0063,3.4963805835719315,USC00175530,4.042804997829258,US1MEYK0033,6.967961496419877,US1MEYK0008,8.36205668352486
2013444,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,STENACRON,STENACRON,4309,1.0,1.0,,,,Region_05,NRS18_MI_10001,,9/7/2018,2,BERW,52.33,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013445,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOCHIRONOMUS,CRYPTOCHIRONOMUS,3625,1.0,1.0,28.2750516380675,-97.98394783,SmallStreams,Region_06,NRS18_TX_10080,2018.0,9/6/2018,1,BETB,15.72,Poor,US1TXLO0017,6.928296851101789,US1TXLO0018,9.277910312559232,US1TXLO0011,10.642561583667558,USC00413508,13.978304848228003,US1TXLO0002,14.618046139918071
2013446,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,SKWALA,SKWALA,4287,2.0,1.0,46.8368000145355,-115.4679038,LargeStreams,Region_10,NRS18_ID_10021,2018.0,9/5/2018,1,BERW,71.08,Good,USR0000IEAG,6.589946581305669,USS0015C16S,15.37137524232109,USC00101244,22.75999079527835,USC00106705,27.530111243149612,USR0000IKEL,29.737866221635436
2013447,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,OECETIS,OECETIS,4060,1.0,1.0,41.2925654992327,-74.47550692,LargeStreams,Region_02,NRS18_NY_10021,2018.0,9/6/2018,1,BERW,18.65,Poor,US1NYOR0023,5.195811652582128,US1NYOR0004,5.652095558496181,USC00303144,5.9994127102759265,US1NJSS0003,7.970831109928663,US1NJSS0066,9.194955269804273
2013448,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,BAETIDAE,3500,2.0,0.0,42.4567527053427,-75.57029949,RiversOther,Region_02,NRS18_NY_10064,2018.0,9/7/2018,1,BETB,44.57,Fair,US1NYCN0014,2.639092356775014,USC00306085,7.385581690031636,US1NYCN0013,7.391661115797884,US1NYCN0009,9.872169658498898,US1NYCN0021,12.809857305208016
2013449,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,GAMMARUS,GAMMARUS,3744,1.0,1.0,42.8543568843497,-70.92492707,LargeStreams,Region_01,NRS18_MA_10016,2018.0,9/7/2018,1,BETB,8.83,Poor,US1MAES0027,1.6890408609874366,USC00197150,2.088963648299795,US1MAES0059,2.138878799603813,US1MAES0001,2.279833788314176,USC00195285,2.617542523859988
2013450,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS,BAETIS,3501,12.0,1.0,,,,Region_04,NRS18_TN_10009,,9/7/2018,2,BERW,43.82,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013451,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,GLOSSIPHONIIDAE,3751,2.0,1.0,,,,Region_01,NRS18_MA_10005,,9/9/2018,2,BERW,11.05,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013452,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARAKIEFFERIELLA,PARAKIEFFERIELLA,4106,2.0,1.0,,,,Region_06,NRS18_AR_10001,,9/9/2018,2,BERW,33.87,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013453,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,NAIDIDAE,4003,1.0,0.0,33.5432525128851,-83.50925108,SmallStreams,Region_04,NRS18_GA_10014,2018.0,9/6/2018,1,BERW,9.13,Poor,US1GAMG0004,5.564075009510798,US1GAMG0003,7.233095701680453,US1GAMG0006,9.239512510327453,USC00093792,10.131083760211517,US1GAMG0009,11.075089168501702
2013454,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CHIRONOMIDAE,3581,2.0,0.0,42.7705211113356,-109.2570498,SmallStreams,Region_08,NRS18_WY_10021,2018.0,9/7/2018,1,BERW,8.18,Poor,USS0009G09S,13.403503784578065,USS0009G11S,14.188302789836685,USC00482780,17.113828530058615,USS0009G03S,17.549594953460787,USC00480698,22.960856266294407
2013455,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,ISOPERLA,ISOPERLA,3867,4.0,1.0,,,,Region_08,NRS18_WY_10069,,9/8/2018,2,BERW,52.58,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013456,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,PLANORBIDAE,4162,2.0,0.0,,,,Region_01,NRS18_RI_10002,,9/10/2018,2,BETB,6.85,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013457,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,3578,10.0,1.0,43.9802273854454,-88.29780865,SmallStreams,Region_05,NRS18_WI_10113,2018.0,9/10/2018,1,BERW,18.3,Poor,US1WICT0001,12.063448339051549,USC00471568,13.410581468928694,US1WICT0009,14.797280218855924,USC00475910,17.493895752184894,US1WIDL0005,18.23474670360068
2013458,ANNELIDA,OLIGOCHAETA,ENCHYTRAEIDA,ENCHYTRAEIDAE,,ENCHYTRAEIDAE,3697,1.0,1.0,40.6322426161454,-81.70202657,SmallStreams,Region_05,NRS18_OH_10021,2018.0,9/10/2018,1,BERW,26.97,Poor,US1OHWN0014,7.030376072971106,USC00330493,11.420233416272128,US1OHWN0001,13.831329826497479,US1OHTS0001,14.76631432954479,US1OHTS0008,14.903549310709408
2013459,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,SAETHERIA,SAETHERIA,4260,18.0,1.0,42.0572593292772,-93.73743341,LargeStreams,Region_07,NRS18_IA_10016,2018.0,9/10/2018,1,BERW,36.33,Fair,US1IASR0053,4.714494477535985,US1IABN0001,5.016816592359102,US1IASR0047,5.052010163647816,USC00130200,5.065057273917764,US1IASR0042,6.627869550199524
2013460,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,LEPTOPHLEBIIDAE,3904,,,48.0872032317321,-118.6915789,RiversOther,Region_10,NRS18_WA_10023,2018.0,9/9/2018,1,BERW,42.25,Fair,US1WAFY0002,1.3570030055794176,USR0000WGOL,19.851621781842987,USS0018A19S,20.638469248489063,USC00455832,22.257014481112375,USC00452645,23.861794099874942
2013461,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,UNIONICOLIDAE,NEUMANIA,NEUMANIA,4038,2.0,1.0,45.1917378725923,-101.6904958,RiversMajor,Region_08,NRS18_SD_10057,2018.0,9/10/2018,1,BERW,51.4,Fair,US1SDZB0014,9.594188912505258,USC00392429,17.53210774530699,USR0000SBEA,22.475520294103465,USC00393316,25.064344444929834,USC00394268,30.49770009137322
2013462,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CORYNONEURA,CORYNONEURA,3620,1.0,1.0,43.1524293116488,-85.96651416,LargeStreams,Region_05,NRS18_MI_10039,2018.0,9/11/2018,1,BERW,29.1,Fair,USC00207590,8.953003265800834,US1MIOW0059,9.13993077635333,US1MIMG0015,10.52724370372713,USC00206060,11.694790624768569,US1MIOW0024,12.03069310277619
2013463,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,DUBIRAPHIA,3678,7.0,1.0,44.05945899,-101.2161095,RiversOther,Region_08,NRS18_SD_10041,2018.0,9/11/2018,1,BERW,27.1,Poor,USC00395506,5.254443461479018,US1SDHK0008,7.708659040359919,US1SDHK0023,8.128522621211648,USC00396397,21.215965012854323,US1SDJK0009,25.29815080024356
2013464,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,PISIDIUM,PISIDIUM,4159,35.0,1.0,40.8737329030158,-95.59770401,SmallStreams,Region_07,NRS18_IA_10001,2018.0,9/11/2018,1,BERW,33.72,Fair,USC00136891,2.607872785663291,US1IAFM0001,6.73204288155266,USC00130493,9.081866526883744,USC00133295,9.778597784353373,USC00138231,14.294409208167874
2013465,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,LABIOBAETIS,LABIOBAETIS,4774,,,45.7402602971184,-88.07920209,LargeStreams,Region_05,NRS18_WI_10541,2018.0,9/11/2018,1,BERW,83.0,Good,USC00204090,5.078604109768205,USC00208327,7.018287035450789,USW00094893,8.53652336952653,US1MIDC0002,8.966003178224835,US1MIDC0006,9.675019283648426
2013466,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,EUKIEFFERIELLA,EUKIEFFERIELLA,3722,1.0,1.0,35.8430762362561,-81.96907489,LargeStreams,Region_04,NRS18_NC_10023,2018.0,9/11/2018,1,BERW,41.43,Fair,USR0000NNCP,4.106027095156045,USC00310312,6.252947186393433,US1NCML0011,6.4333879754919465,USC00310160,7.647165133802985,USC00313427,7.751918630304369
2013467,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,HYDROBAENUS,HYDROBAENUS,3831,2.0,1.0,,,,Region_07,NRS18_MO_10001,,9/11/2018,2,BERW,7.77,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013468,ARTHROPODA,INSECTA,EPHEMEROPTERA,ISONYCHIIDAE,ISONYCHIA,ISONYCHIA,3866,1.0,1.0,,,,Region_01,NRS18_RI_10005,,9/11/2018,2,BERW,51.05,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013469,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,HYDROPSYCHIDAE,3845,3.0,0.0,40.7153894993333,-81.71384549,SmallStreams,Region_05,NRS18_OH_10022,2018.0,9/11/2018,1,BERW,11.93,Poor,US1OHWN0014,2.321444779931429,US1OHWN0001,4.894637679028622,US1OHWN0008,9.760464578166301,USC00330493,15.404817444265696,USW00054856,17.418515110919834
2013470,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,NANOCLADIUS,NANOCLADIUS,4005,1.0,1.0,45.221844205238,-101.533231,RiversMajor,Region_08,NRS18_SD_10053,2018.0,9/11/2018,1,BERW,31.78,Poor,US1SDZB0014,13.941279740343985,USR0000SBEA,18.836894758002977,USC00392429,20.191196358568373,USC00394268,20.932968601362283,US1SDDW0003,21.037311206911024
2013471,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,TORRENTICOLIDAE,TORRENTICOLA,TORRENTICOLA,4371,4.0,1.0,43.5585507398104,-110.2491438,LargeStreams,Region_08,NRS18_WY_10026,2018.0,9/11/2018,1,BERW,45.22,Fair,USC00482375,17.624492288677246,USS0010F19S,21.06396420482921,USS0010F09S,26.167545721317005,USC00488158,28.03216055732511,USS0010F29S,28.350055030586816
2013472,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,PALAEMON,PALAEMON,5126,2.0,1.0,27.2060330737806,-80.57422881,SmallStreams,Region_04,NRS18_FL_10037,2018.0,9/11/2018,1,BETB,23.27,Poor,US1FLMT0013,4.220145228252652,US1FLMT0043,4.658043192127943,US1FLSL0017,14.486400636265067,US1FLSL0023,16.581355507418166,US1FLSL0043,17.101008887041278
2013473,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYTARSUS,TANYTARSUS,4348,11.0,1.0,,,,Region_01,NRS18_CT_10001,,9/12/2018,2,BERW,66.48,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013474,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,SPHAERIUM,SPHAERIUM,4300,1.0,1.0,40.036283747707,-92.54790307,SmallStreams,Region_07,NRS18_MO_10029,2018.0,9/12/2018,1,BERW,21.88,Poor,USC00234640,4.623711530265801,USW00014938,6.718523001334097,US1MOFSA001,15.600074272299526,USR0000MATL,18.668895952609464,USC00234544,18.986561664463306
2013475,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,,POLYCENTROPODIDAE,4174,,,43.3414737622918,-83.62441072,RiversOther,Region_05,NRS18_MI_10008,2018.0,9/12/2018,1,BERW,74.63,Good,USC00208438,2.873475006740987,USC00208443,4.303012725833913,USC00208434,6.638077057490088,USC00202955,7.8118264136113975,USC00205488,13.395693247170177
2013476,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,STENACRON,STENACRON,4309,15.0,1.0,37.2756016018005,-92.44534107,RiversMajor,Region_07,NRS18_MO_10026,2018.0,9/12/2018,1,BERW,58.85,Good,USC00233661,5.619463208723081,US1MOFSA229,6.629232162627961,US1MOWT0014,6.8153769758178555,US1MOWT0013,7.940509439184677,US1MOWT0001,8.00095741550856
2013477,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,MIDEOPSIDAE,MIDEOPSIS,MIDEOPSIS,3986,1.0,1.0,37.3109560975927,-82.28885525,SmallStreams,Region_03,NRS18_VA_10013,2018.0,9/11/2018,1,BERW,30.85,Fair,USC00440982,2.4772227072533304,USC00152528,5.543539736606785,USC00155668,8.746855195142265,USC00152812,9.429000164846226,USC00444410,10.130025977566472
2013478,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,3578,3.0,1.0,35.0818989637222,-85.27878753,RiversMajor,Region_04,NRS18_TN_11089,2018.0,9/12/2018,1,BETB,32.0,Fair,US1TNHL0061,1.315394749844532,USW00053875,2.5656734126409093,US1TNHL0053,3.9491151687311365,US1TNHL0027,4.165747416275406,US1TNHL0013,4.230079047321319
2013479,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,PISIDIUM,PISIDIUM,4159,48.0,1.0,30.3973598022868,-99.34755081,SmallStreams,Region_06,NRS18_TX_10445,2018.0,9/11/2018,1,BETB,30.73,Fair,US1TXKM0007,3.6204546925958914,US1TXGS0039,9.546279706987336,US1TXGS0038,9.62206638351108,US1TXGS0020,12.15383486767502,US1TXGS0055,13.084052941928721
