UID,PHYLUM,CLASS,ORDER,FAMILY,GENUS,TARGET_TAXON,TAXA_ID,TOTAL300,IS_DISTINCT300,LAT_DD83,LON_DD83,STRAH_CAT,EPA_REG,SITE_ID,YEAR,DATE_COL,VISIT_NO,SAMPLE_TYPE,MMI_BENT,BENT_MMI_COND,nearest_station_id
2013644,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,CLOEODES,CLOEODES,3601,2,1,34.226934056027,-111.4564145,LargeStreams,Region_09,NRS18_AZ_10843,2019,5/10/2019,1,BERW,5.2,Poor,US1AZGL0020
2013645,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,LYMNAEIDAE,,LYMNAEIDAE,3945,5,1,32.7209241569761,-114.5657563,RiversMajor,Region_09,NRS18_AZ_12844,2019,5/9/2019,1,BETB,38.6,Poor,USW00093145
2013646,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,GOMPHIDAE,3759,,,33.5238413420432,-108.8793589,RiversOther,Region_06,NRS18_NM_11094,2019,5/10/2019,1,BERW,32.4,Poor,USC00290275
2013647,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ANAFROPTILUM,ANAFROPTILUM,5112,1,1,33.675880010707,-109.0840924,LargeStreams,Region_09,NRS18_AZ_10003,2019,5/12/2019,1,BERW,21.17,Poor,US1AZGN0002
2013648,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARALAUTERBORNIELLA,PARALAUTERBORNIELLA,4107,1,1,33.9084067981696,-104.2725551,RiversMajor,Region_06,NRS18_NM_11437,2019,5/12/2019,1,BERW,38.47,Good,US1NMCH0037
2013649,ARTHROPODA,INSECTA,DIPTERA,SIMULIIDAE,SIMULIUM,SIMULIUM,4281,5,1,32.8502219506966,-111.7177095,SmallStreams,Region_09,NRS18_AZ_10456,2019,5/12/2019,1,BERW,24.23,Poor,US1AZPN0051
2013650,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,DICROTENDIPES,3658,3,1,35.0452905576941,-104.7159392,RiversMajor,Region_06,NRS18_NM_11434,2019,5/13/2019,1,BERW,34.9,Fair,USC00298107
2013651,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,STICTOCHIRONOMUS,STICTOCHIRONOMUS,4315,6,1,34.1618251009568,-109.3017426,RiversMajor,Region_09,NRS18_AZ_10015,2019,5/13/2019,1,BERW,23.1,Poor,US1AZAP0014
2013652,ARTHROPODA,INSECTA,EPHEMEROPTERA,SIPHLONURIDAE,SIPHLONURUS,SIPHLONURUS,4283,1,1,33.8901935047138,-109.4719997,SmallStreams,Region_09,NRS18_AZ_10008,2019,5/13/2019,1,BERW,4.92,Poor,USS0009S02S
2013653,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,HELENIELLA,HELENIELLA,3787,,,36.4192976128732,-109.1022501,SmallStreams,Region_09,NRS18_AZ_10009,2019,5/14/2019,1,BERW,6.93,Poor,USS0009N05S
2013654,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CHIRONOMIDAE,3581,2,0,31.877132022213,-103.9497315,LargeStreams,Region_06,NRS18_TX_11093,2019,5/14/2019,1,BERW,22.45,Poor,USC00417481
2013655,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS,BAETIS,3501,80,1,,,,Region_06,NRS18_NM_10001,,5/14/2019,2,BERW,60.67,,ACW00011604
2013657,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,CERATOPOGONIDAE,3566,1,0,,,,Region_06,NRS18_NM_11401,,5/16/2019,2,BERW,42.78,,ACW00011604
2013658,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,ANCYLIDAE,FERRISSIA,FERRISSIA,3735,8,1,,,,Region_06,NRS18_NM_11409,,5/17/2019,2,BERW,37.35,,ACW00011604
2013659,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CLADOTANYTARSUS,CLADOTANYTARSUS,3594,7,1,31.3974169796667,-106.0552077,SmallStreams,Region_06,NRS18_TX_11224,2019,5/19/2019,1,BERW,21.4,Poor,USC00419088
2013660,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,DICROTENDIPES,3658,9,1,31.4966479471267,-106.1567775,LargeStreams,Region_06,NRS18_TX_11086,2019,5/19/2019,1,BERW,10.15,Poor,USC00413033
2013661,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CRICOTOPUS/ORTHOCLADIUS,3623,15,1,31.6025349202017,-106.2254934,LargeStreams,Region_06,NRS18_TX_11101,2019,5/19/2019,1,BERW,2.38,Poor,US1TXEP0015
2013662,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,PISIDIIDAE,4158,4,1,36.7213582872757,-107.9249131,SmallStreams,Region_06,NRS18_NM_10397,2019,5/19/2019,1,BERW,24.97,Poor,US1NMSJ0046
2013663,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARAKIEFFERIELLA,PARAKIEFFERIELLA,4106,2,1,36.7017635493964,-107.9728319,RiversMajor,Region_06,NRS18_NM_11701,2019,5/20/2019,1,BETB,52.98,Fair,US1NMSJ0046
2013664,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,ENALLAGMA,3696,,,28.5686336555865,-99.79815854,RiversOther,Region_06,NRS18_TX_11369,2019,5/19/2019,1,BETB,46.98,Good,US1TXDM0002
2013665,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,ANCYLIDAE,FERRISSIA,FERRISSIA,3735,1,1,28.1714087601211,-99.04033334,RiversMajor,Region_06,NRS18_TX_11330,2019,5/19/2019,1,BETB,50.58,Good,USC00412051
2013666,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MICROTENDIPES,MICROTENDIPES,3982,1,1,35.2711741671816,-105.3679025,SmallStreams,Region_06,NRS18_NM_10013,2019,5/15/2019,1,BETB,62.72,Good,USC00299496
2013667,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,7,1,35.5747384249024,-100.9219224,SmallStreams,Region_06,NRS18_TX_11028,2019,5/21/2019,1,BERW,1.73,Poor,USC00416777
2013668,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,TRICORYTHODES,TRICORYTHODES,4384,2,1,36.7505179051814,-108.4181794,RiversMajor,Region_06,NRS18_NM_10042,2019,5/21/2019,1,BETB,45.88,Fair,USC00293340
2013669,ARTHROPODA,INSECTA,TRICHOPTERA,ODONTOCERIDAE,MARILIA,MARILIA,3959,1,1,29.2601801415562,-100.6195226,LargeStreams,Region_06,NRS18_TX_11270,2019,5/21/2019,1,BETB,65.58,Good,US1TXKY0015
2013670,ARTHROPODA,MALACOSTRACA,AMPHIPODA,,,AMPHIPODA,3450,1,0,36.6112081608966,-107.9798543,SmallStreams,Region_06,NRS18_NM_10381,2019,5/23/2019,1,BETB,15.43,Poor,USC00291063
2013671,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS,BAETIS,3501,5,1,36.8840033468841,-108.8141525,RiversMajor,Region_06,NRS18_NM_10031,2019,5/22/2019,1,BETB,35.3,Poor,USC00298284
2013672,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,DERO,DERO,3646,2,1,35.4166983412808,-100.7931772,LargeStreams,Region_06,NRS18_TX_10887,2019,5/22/2019,1,BERW,25.97,Fair,USC00415127
2013673,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESA,DIAMESA,3654,,,,,,Region_06,NRS18_NM_10007,,5/27/2019,2,BERW,21.05,,ACW00011604
2013674,ARTHROPODA,INSECTA,PLECOPTERA,NEMOURIDAE,MALENKA,MALENKA,3956,5,1,36.7888587412574,-106.2404726,SmallStreams,Region_06,NRS18_NM_10003,2019,5/26/2019,1,BERW,25.23,Poor,USS0006N14S
2013675,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARAPHAENOCLADIUS,PARAPHAENOCLADIUS,4115,1,1,35.5649786149105,-107.484687,LargeStreams,Region_06,NRS18_NM_10805,2019,5/24/2019,1,BERW,11.78,Poor,USC00291303
2013676,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,,AESHNIDAE,3418,,,36.9793947625327,-103.1849313,RiversOther,Region_06,NRS18_NM_11002,2019,5/28/2019,1,BERW,29.45,Fair,USC00297689
2013677,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARAMETRIOCNEMUS,PARAMETRIOCNEMUS,4112,1,1,31.6543207383337,-84.93768636,SmallStreams,Region_04,NRS18_GA_10057,2019,5/29/2019,1,BERW,44.15,Fair,US1GACY0002
2013678,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS,3582,7,1,36.5065861492274,-104.5975793,RiversOther,Region_06,NRS18_NM_10951,2019,5/29/2019,1,BERW,23.33,Fair,USC00295490
2013679,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,EURYLOPHELLA,EURYLOPHELLA,3726,1,1,33.9256191790424,-85.34711959,SmallStreams,Region_04,NRS18_GA_10036,2019,5/30/2019,1,BERW,58.22,Good,US1GAPL0005
2013680,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,BAETIDAE,3500,2,0,29.7715125014269,-101.7318187,RiversMajor,Region_06,NRS18_TX_10017,2019,5/29/2019,1,BETB,26.58,Poor,US1TXVV0014
2013681,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PENTANEURA,PENTANEURA,4134,1,1,36.8459035931165,-104.9293274,LargeStreams,Region_06,NRS18_NM_10019,2019,5/30/2019,1,BERW,46.48,Fair,USC00299448
2013682,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PENTANEURA,PENTANEURA,4134,1,1,29.3240370856788,-103.5543228,RiversOther,Region_06,NRS18_TX_11185,2019,5/31/2019,1,BERW,14.25,Poor,USC00418714
2013683,MOLLUSCA,BIVALVIA,VENEROIDA,CORBICULIDAE,CORBICULA,CORBICULA,3612,1,1,31.2275671598883,-105.8161481,RiversMajor,Region_06,NRS18_TX_11144,2019,6/2/2019,1,BERW,0,Poor,USC00413266
2013684,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,AULODRILUS,AULODRILUS,3496,1,1,33.3469749056711,-79.35510056,LargeStreams,Region_04,NRS18_SC_10332,2019,6/2/2019,1,BETB,23.38,Poor,USC00383470
2013685,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,NAIS,NAIS,4004,1,1,37.3366878167343,-87.13760526,RiversMajor,Region_04,NRS18_KY_10012,2019,6/3/2019,1,BETB,22.75,Poor,USC00153426
2013686,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,ARRENURIDAE,ARRENURUS,ARRENURUS,3481,1,1,36.3859619900557,-104.648788,RiversOther,Region_06,NRS18_NM_10947,2019,5/31/2019,1,BERW,21.95,Fair,US1NMCL0018
2013687,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PROCLADIUS,PROCLADIUS,4191,1,1,33.936303740826,-81.06483719,RiversOther,Region_04,NRS18_SC_10017,2019,6/3/2019,1,BERW,56.35,Good,US1SCLX0096
2013688,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,LOPESCLADIUS,LOPESCLADIUS,3939,,,34.7501453788601,-106.7424914,RiversMajor,Region_06,NRS18_NM_10002,2019,6/3/2019,1,BETB,44.03,Fair,US1NMVL0058
2013689,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,PISIDIUM,PISIDIUM,4159,1,1,35.7329894730028,-78.97088818,SmallStreams,Region_04,NRS18_NC_10012,2019,6/3/2019,1,BERW,0,Poor,US1NCWK0281
2013690,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,THIENEMANNIELLA,THIENEMANNIELLA,4361,4,1,37.0559498251853,-80.29942914,SmallStreams,Region_03,NRS18_VA_10004,2019,6/4/2019,1,BERW,6.45,Poor,USC00446723
2013691,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS,3582,,,40.9297269825596,-78.26004861,SmallStreams,Region_03,NRS18_PA_10003,2019,6/4/2019,1,BERW,0,Poor,USC00366921
2013692,ANNELIDA,OLIGOCHAETA,ENCHYTRAEIDA,ENCHYTRAEIDAE,,ENCHYTRAEIDAE,3697,1,1,41.4969302470037,-73.54893502,SmallStreams,Region_02,NRS18_NY_10250,2019,6/4/2019,1,BERW,53.32,Fair,USC00061093
2013693,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,LEPTOPHLEBIIDAE,3904,7,0,43.0499904258671,-72.72147657,SmallStreams,Region_01,NRS18_VT_10003,2019,6/3/2019,1,BERW,56.82,Good,USC00438428
2013694,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,,,,,,Region_01,NRS18_VT_RF001,,6/4/2019,1,BERW,64.47,,ACW00011604
2013695,MOLLUSCA,BIVALVIA,VENEROIDA,,,VENEROIDA,4412,7,0,47.6067829980929,-91.46974952,SmallStreams,Region_05,NRS18_MN_10253,2019,6/4/2019,1,BERW,26.6,Fair,USR0000MISA
2013696,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,THIENEMANNIMYIA GENUS GR.,4362,1,1,37.7813970463298,-88.03819225,RiversMajor,Region_04,NRS18_KY_10002,2019,6/4/2019,1,BETB,10,Poor,USC00128967
2013697,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,144,1,34.122757207436,-85.73654963,RiversMajor,Region_04,NRS18_AL_11088,2019,6/4/2019,1,BETB,1.88,Poor,USC00011512
2013698,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CERCOBRACHYS,CERCOBRACHYS,3568,1,1,30.7022682605802,-83.0338573,RiversOther,Region_04,NRS18_GA_10002,2019,6/4/2019,1,BERW,45.68,Fair,USC00098271
2013699,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,LEPTOPHLEBIIDAE,3904,10,0,44.3729258846984,-123.8363514,RiversOther,Region_10,NRS18_OR_10013,2019,6/4/2019,1,BETB,58.77,Good,USC00354252
2013700,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,42,1,33.8236248815075,-80.06803079,SmallStreams,Region_04,NRS18_SC_10001,2019,6/4/2019,1,BERW,39.2,Poor,USC00385580
2013701,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CRICOTOPUS/ORTHOCLADIUS,3623,1,1,33.1533682205241,-100.4903948,RiversOther,Region_06,NRS18_TX_10987,2019,6/4/2019,1,BERW,1.48,Poor,USC00414570
2013702,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARACHIRONOMUS,PARACHIRONOMUS,4099,5,1,48.9636327943998,-96.22927292,SmallStreams,Region_05,NRS18_MN_10038,2019,6/4/2019,1,BERW,12.15,Poor,CA005022798
2013703,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,TRICORYTHODES,TRICORYTHODES,4384,1,1,34.3542528839881,-106.8531592,RiversMajor,Region_06,NRS18_NM_10008,2019,6/4/2019,1,BETB,42.63,Poor,USW00003048
2013704,MOLLUSCA,GASTROPODA,,,,GASTROPODA,3745,2,0,48.1091248742172,-96.11105552,SmallStreams,Region_05,NRS18_MN_10022,2019,6/5/2019,1,BERW,11.92,Poor,US1MNPG0004
2013705,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,THIENEMANNIMYIA GENUS GR.,4362,2,1,35.4630461063543,-97.45968433,SmallStreams,Region_06,NRS18_OK_11427,2019,6/5/2019,1,BERW,3.73,Poor,USC00346663
2013706,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,,,37.5413609113232,-82.03360839,RiversOther,Region_03,NRS18_WV_10005,2019,6/4/2019,1,BETB,43.5,Fair,USC00153046
2013707,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MICROPSECTRA,MICROPSECTRA,3981,,,41.2463137866459,-74.16997129,LargeStreams,Region_02,NRS18_NY_10700,2019,6/5/2019,1,BETB,26.57,Poor,US1NYOR0006
2013708,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,UNIONICOLIDAE,UNIONICOLA,UNIONICOLA,4400,,,33.883906443013,-78.78473647,RiversOther,Region_04,NRS18_SC_10002,2019,6/5/2019,1,BETB,21.82,Poor,US1SCHR0137
2013709,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,SPERCHONIDAE,SPERCHON,SPERCHON,4296,1,1,37.4728075230488,-88.07670869,LargeStreams,Region_04,NRS18_KY_10027,2019,6/5/2019,1,BETB,15.03,Poor,USC00152961
2013710,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,PLANORBIDAE,4162,,,47.7550167533213,-91.53362421,SmallStreams,Region_05,NRS18_MN_10005,2019,6/5/2019,1,BETB,30.73,Fair,US1MNLK0049
2013711,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,OECETIS,OECETIS,4060,,,30.8643593587999,-83.35412582,RiversOther,Region_04,NRS18_GA_10026,2019,6/5/2019,1,BETB,59.52,Good,US1GALW0019
2013712,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS,3582,5,1,33.4336247092363,-114.7177604,SmallStreams,Region_09,NRS18_CA_10247,2019,6/5/2019,1,BETB,32.62,Poor,USW00023158
2013713,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,,CORDULIIDAE,3614,1,1,32.9138301412244,-87.5326477,SmallStreams,Region_04,NRS18_AL_10004,2019,6/5/2019,1,BERW,34.57,Poor,USC00015658
2013714,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,TRICORYTHODES,TRICORYTHODES,4384,1,1,43.6501937837097,-123.6632718,RiversMajor,Region_10,NRS18_OR_10968,2019,6/5/2019,1,BETB,26.03,Poor,USR0000OELK
2013715,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,HYDROBAENUS,HYDROBAENUS,3831,1,1,32.5827818386896,-100.8733019,SmallStreams,Region_06,NRS18_TX_11022,2019,6/5/2019,1,BERW,32.82,Fair,US1TXSY0001
2013716,ANNELIDA,OLIGOCHAETA,LUMBRICULIDA,LUMBRICULIDAE,,LUMBRICULIDAE,3941,5,1,35.6332271234725,-79.53601686,LargeStreams,Region_04,NRS18_NC_10037,2019,6/5/2019,1,BERW,27.32,Poor,US1NCCH0006
2013717,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,BRILLIA,BRILLIA,3535,2,1,42.9463887307875,-72.87177843,SmallStreams,Region_01,NRS18_VT_10004,2019,6/5/2019,1,BERW,55.87,Good,USC00439190
2013718,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,NAIDIDAE,4003,2,0,41.8557383436048,-86.26981234,RiversOther,Region_05,NRS18_MI_10025,2019,6/6/2019,1,BETB,25.97,Fair,USC00205892
2013719,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,LYMNAEIDAE,,LYMNAEIDAE,3945,1,1,37.8425366388902,-86.74629606,SmallStreams,Region_04,NRS18_KY_10023,2019,6/6/2019,1,BERW,23.47,Poor,US1KYHN0003
2013720,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYTARSUS,TANYTARSUS,4348,1,1,31.1589878551715,-85.07890755,RiversMajor,Region_04,NRS18_GA_10008,2019,6/6/2019,1,BETB,46.43,Fair,USC00010125
2013721,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PHAENOPSECTRA,PHAENOPSECTRA,4143,1,1,41.2532707452475,-74.37718333,LargeStreams,Region_02,NRS18_NY_10063,2019,6/6/2019,1,BERW,23.3,Poor,USC00308967
2013722,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,LABRUNDINIA,LABRUNDINIA,3882,2,1,47.8896703080075,-90.7971327,LargeStreams,Region_05,NRS18_MN_10026,2019,6/6/2019,1,BETB,36.17,Fair,USC00217533
2013723,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MICROPSECTRA,MICROPSECTRA,3981,7,1,43.9912726188426,-123.6643343,RiversOther,Region_10,NRS18_OR_10009,2019,6/6/2019,1,BETB,59.7,Good,US1ORLA0135
2013724,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS,BAETIS,3501,6,1,42.7860268221144,-92.78998822,SmallStreams,Region_07,NRS18_IA_10020,2019,6/6/2019,1,BERW,27.58,Fair,USC00130157
2013725,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYTARSUS,TANYTARSUS,4348,8,1,37.8026704895179,-82.79124437,RiversOther,Region_04,NRS18_KY_10029,2019,6/5/2019,1,BETB,24.95,Poor,USC00156136
2013726,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,GLYPTOTENDIPES,GLYPTOTENDIPES,3756,3,1,38.8266823085646,-83.01768675,RiversMajor,Region_05,NRS18_OH_10010,2019,6/6/2019,1,BETB,25.88,Poor,US1OHSC0004
2013727,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,MICROCYLLOEPUS,MICROCYLLOEPUS,3980,5,1,37.310280692773,-80.68118682,RiversOther,Region_03,NRS18_VA_10008,2019,6/6/2019,1,BERW,78.83,Good,USC00448022
2013728,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIS,CAENIS,3542,28,1,42.5416670621369,-84.62802707,RiversOther,Region_05,NRS18_MI_10012,2019,6/7/2019,1,BETB,24.25,Fair,USC00202437
2013729,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,HEPTAGENIIDAE,3802,2,1,38.158166937382,-104.699869,SmallStreams,Region_08,NRS18_CO_10135,2019,6/7/2019,1,BERW,41.28,Good,USC00056767
2013730,ANNELIDA,OLIGOCHAETA,ENCHYTRAEIDA,ENCHYTRAEIDAE,,ENCHYTRAEIDAE,3697,1,1,35.8515006447865,-106.9701314,RiversOther,Region_06,NRS18_NM_11252,2019,6/6/2019,1,BERW,23.87,Poor,USC00294684
2013731,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ISWAEON,ISWAEON,3869,48,1,47.8930651835317,-96.32798959,RiversOther,Region_05,NRS18_MN_10029,2019,6/6/2019,1,BETB,62.67,Good,USC00216787
2013732,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,MENETUS,MENETUS,3967,1,1,41.444383064417,-74.38130514,SmallStreams,Region_02,NRS18_NY_10399,2019,6/7/2019,1,BERW,17.42,Poor,USC00306562
2013733,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,LABIOBAETIS,LABIOBAETIS,4774,107,1,43.4728335049435,-92.2803351,LargeStreams,Region_07,NRS18_IA_10011,2019,6/7/2019,1,BETB,31.7,Fair,US1IAHW0002
2013734,MOLLUSCA,BIVALVIA,VENEROIDA,,,VENEROIDA,4412,2,0,47.2931086090366,-91.5662546,SmallStreams,Region_05,NRS18_MN_10021,2019,6/7/2019,1,BERW,57.33,Good,USC00217937
2013735,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MICROTENDIPES,MICROTENDIPES,3982,2,1,43.1672148428592,-91.67862376,SmallStreams,Region_07,NRS18_IA_10046,2019,6/9/2019,1,BERW,11.63,Poor,US1IAWH0005
2013736,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,LIMNOPHILA,LIMNOPHILA,3926,1,1,41.8269227153601,-74.77446161,SmallStreams,Region_02,NRS18_NY_10054,2019,6/9/2019,1,BERW,51.67,Fair,US1NYSV0001
2013737,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARATENDIPES,PARATENDIPES,4121,1,1,47.054972493452,-95.21715676,LargeStreams,Region_05,NRS18_MN_10061,2019,6/9/2019,1,BERW,48.3,Good,US1MNBK0016
2013738,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS,3582,50,1,41.2150594920665,-105.7961256,SmallStreams,Region_08,NRS18_WY_10039,2019,6/9/2019,1,BERW,13.92,Poor,US1WYAB0103
2013739,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,THIENEMANNIMYIA GENUS GR.,4362,,,42.5443304521468,-74.95157006,RiversMajor,Region_02,NRS18_NY_10039,2019,6/10/2019,1,BETB,8.48,Poor,US1NYOT0031
2013740,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,NAIS,NAIS,4004,26,1,43.0223391608138,-86.02397235,RiversOther,Region_05,NRS18_MI_10009,2019,6/10/2019,1,BETB,14.63,Poor,US1MIOW0064
2013741,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,STEMPELLINA,STEMPELLINA,4307,13,1,46.9870156412847,-92.81150143,RiversOther,Region_05,NRS18_MN_10014,2019,6/10/2019,1,BETB,48.68,Good,USC00215298
2013742,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CHIRONOMIDAE,3581,1,0,47.1247311853038,-92.5521249,SmallStreams,Region_05,NRS18_MN_10044,2019,6/9/2019,1,BERW,34.05,Fair,USC00211840
2013743,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PHYSIDAE,PHYSA,PHYSA,4149,7,1,41.1010234192568,-102.5202142,RiversOther,Region_07,NRS18_NE_10041,2019,6/10/2019,1,BERW,14.77,Poor,US10deue021
2013744,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CRICOTOPUS/ORTHOCLADIUS,3623,85,1,43.7904462269568,-117.8541173,RiversOther,Region_10,NRS18_OR_10817,2019,6/10/2019,1,BETB,61.22,Good,USC00354357
2013745,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARACRICOTOPUS,PARACRICOTOPUS,4103,1,1,35.3660333790125,-88.97789349,SmallStreams,Region_04,NRS18_TN_10040,2019,6/10/2019,1,BERW,22.33,Poor,US1TNHR0002
2013746,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,THIENEMANNIELLA,THIENEMANNIELLA,4361,2,1,43.3591496493498,-93.86842916,SmallStreams,Region_07,NRS18_IA_10005,2019,6/10/2019,1,BERW,40.57,Good,US1IAHN0008
2013747,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,HYDROPTILIDAE,3847,2,0,34.4433728621876,-99.65264394,LargeStreams,Region_06,NRS18_OK_10046,2019,6/10/2019,1,BERW,24.03,Fair,USC00342836
2013748,ARTHROPODA,INSECTA,PLECOPTERA,PTERONARCYIDAE,PTERONARCYS,PTERONARCYS,4229,2,1,,,,Region_01,NRS18_VT_RF002,,6/10/2019,1,BERW,63.07,,ACW00011604
2013749,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,METRIOCNEMUS,METRIOCNEMUS,3976,1,1,41.4879484115907,-107.1787199,SmallStreams,Region_08,NRS18_WY_10549,2019,6/10/2019,1,BERW,34.67,Poor,USS0007H06S
