UID,PHYLUM,CLASS,ORDER,FAMILY,GENUS,TARGET_TAXON,TAXA_ID,TOTAL300,IS_DISTINCT300,LAT_DD83,LON_DD83,STRAH_CAT,EPA_REG,SITE_ID,YEAR,DATE_COL,VISIT_NO,SAMPLE_TYPE,MMI_BENT,BENT_MMI_COND
1003779,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,43.26269,-71.5564,RiversMajor,Region_1,NHRM-1004,2014,6/24/2014,1,BETB,59.17,Good
1003780,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,4.0,1.0,,,,,MNRF-0001,2014,,1,BETB,,
1003781,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,37.58872,-121.0651,RiversOther,Region_9,CARO-1051,2014,6/25/2014,1,BETB,22.83,Poor
1003782,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,41.8317,-76.33241,LargeStreams,Region_3,PAS9-0924,2014,6/25/2014,1,BERW,50.88,Fair
1003783,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,2.0,1.0,,,,,ORRF-0109,2014,,1,BETB,,
1003784,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,8.0,1.0,38.90585,-88.99894,LargeStreams,Region_5,ILLS-1068,2014,6/24/2014,1,BERW,19.98,Poor
1003785,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,39.41046,-89.1314,SmallStreams,Region_5,ILS9-0919,2014,6/20/2014,1,BERW,36.4,Fair
1003786,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,BAETIDAE,3500,4.0,0.0,,,,,MSRF-0003,2014,,1,BERW,,
1003787,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,6.0,1.0,48.34598,-107.5838,RiversOther,Region_8,MTR9-0907,2014,6/25/2014,1,BETB,24.38,Poor
1003788,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,4.0,1.0,48.34598,-107.5838,RiversOther,Region_8,MTRO-1069,2014,6/25/2014,1,BETB,26.07,Poor
1003789,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,38.72384,-89.4926,RiversOther,Region_5,ILRO-1022,2014,6/25/2014,1,BETB,24.97,Poor
1003790,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIS,CAENIS,3542,3.0,1.0,38.66484,-91.8674,RiversMajor,Region_7,MORM-1007,2014,6/25/2014,1,BETB,41.08,Good
1003791,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,AGABUS,AGABUS,3420,4.0,1.0,45.19492,-107.7614,SmallStreams,Region_8,MTSS-1291,2014,6/25/2014,1,BERW,41.02,Poor
1003792,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,1.0,1.0,42.05726,-93.73743,LargeStreams,Region_7,IALS-1052,2014,6/25/2014,1,BERW,57.25,Good
1003793,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,ARRENURIDAE,ARRENURUS,ARRENURUS,3481,1.0,1.0,43.41842,-101.0899,SmallStreams,Region_8,SDSS-1196,2014,6/25/2014,1,BERW,12.95,Poor
1003794,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,15.0,1.0,,,,,FLS9-0929,2014,,2,BERW,,
1003795,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,30.88339,-88.77355,RiversMajor,Region_4,MSR9-0903,2014,6/24/2014,1,BETB,17.58,Poor
1003796,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,AMIOCENTRUS,AMIOCENTRUS,3445,1.0,1.0,44.29952,-103.5739,SmallStreams,Region_8,SDSS-1203,2014,6/25/2014,1,BERW,33.02,Poor
1003797,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,15.0,1.0,39.61321,-121.7794,LargeStreams,Region_9,CALS-1087,2014,6/24/2014,1,BETB,23.35,Poor
1003798,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,39.40277,-122.1703,LargeStreams,Region_9,CALS-1108,2014,6/24/2014,1,BETB,13.83,Poor
1003799,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,BAETIDAE,3500,5.0,0.0,48.50016,-108.8066,RiversMajor,Region_8,MTRM-1005,2014,6/26/2014,1,BETB,38.55,Poor
1003800,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,47.50223,-97.33886,RiversOther,Region_8,NDR9-0906,2014,6/26/2014,1,BETB,25.27,Poor
1003801,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,2.0,1.0,,,,,WVS9-0924,2014,,2,BERW,,
1003802,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,6.0,1.0,38.14842,-82.21046,SmallStreams,Region_3,WVSS-1041,2014,6/26/2014,1,BERW,33.48,Fair
1003803,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,,,39.12646,-78.55908,LargeStreams,Region_3,WVLS-1019,2014,6/24/2014,1,BETB,62.17,Good
1003804,ARTHROPODA,MALACOSTRACA,AMPHIPODA,,,AMPHIPODA,3450,6.0,0.0,28.64427,-99.78095,RiversMajor,Region_6,TXRM-1021,2014,6/26/2014,1,BETB,32.6,Fair
1003805,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,4.0,1.0,,,,,MNRF-0009,2014,,1,BETB,,
1003806,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,48.29439,-92.74453,SmallStreams,Region_5,MNSS-1174,2014,6/26/2014,1,BERW,40.4,Good
1003807,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS,BAETIS,3501,1.0,1.0,40.89354,-96.60389,RiversOther,Region_7,NERO-1043,2014,6/26/2014,1,BERW,31.72,Fair
1003808,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,41.78608,-114.9674,RiversOther,Region_9,NVRO-1041,2014,6/25/2014,1,BERW,45.9,Fair
1003809,ARTHROPODA,MALACOSTRACA,AMPHIPODA,,,AMPHIPODA,3450,2.0,0.0,46.58347,-118.4194,RiversMajor,Region_10,WARM-1008,2014,6/25/2014,1,BETB,3.38,Poor
1003811,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,1.0,1.0,40.47796874,-108.908221,RiversMajor,Region_8,COR9-0907,2014,6/25/2014,1,BETB,58.4,Good
1003812,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,4.0,1.0,40.48799,-108.7551,RiversMajor,Region_8,CORM-1007,2014,6/24/2014,1,BETB,57.32,Good
1003814,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,,,,,,,MNRF-0003,2014,,1,BERW,,
1003815,ARTHROPODA,INSECTA,HEMIPTERA,NAUCORIDAE,AMBRYSUS,AMBRYSUS,3438,2.0,1.0,29.44391,-99.99401,RiversMajor,Region_6,TXR9-0924,2014,6/27/2014,1,BERW,59.87,Good
1003816,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,10.0,1.0,31.11972,-86.15249,LargeStreams,Region_4,ALLS-1037,2014,6/26/2014,1,BERW,66.73,Good
1003817,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,31.08686327,-87.08175172,RiversOther,Region_4,ALR9-0903,2014,6/27/2014,1,BETB,69.68,Good
1003818,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,,,,,MNRF-0010,2014,,1,BETB,,
1003819,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,45.16978,-120.4823,RiversMajor,Region_10,ORR9-0907,2014,6/25/2014,1,BETB,55.93,Fair
1003820,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,MNRF-0006,2014,,1,BERW,,
1003821,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,5.0,1.0,35.56492,-97.94991,RiversOther,Region_6,OKRO-1092,2014,6/30/2014,1,BERW,44.27,Good
1003822,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,43.99127,-123.6643,RiversOther,Region_10,ORR9-0901,2014,6/30/2014,1,BETB,58.35,Good
1003823,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,42.8237,-116.8078,RiversOther,Region_10,IDRO-1052,2014,6/30/2014,1,BERW,37.97,Poor
1003824,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,43.89401,-73.04,SmallStreams,Region_1,VTRS-1013,2014,6/30/2014,1,BERW,78.2,Good
1003825,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,,,,,MNRF-0007,2014,,1,BETB,,
1003826,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,ARRENURIDAE,ARRENURUS,ARRENURUS,3481,1.0,1.0,,,,,OKRF-0002,2014,,1,BERW,,
1003827,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,5.0,1.0,42.7527138,-116.0743669,LargeStreams,Region_10,IDS9-0924,2014,7/1/2014,1,BERW,55.2,Fair
1003828,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,20.0,1.0,37.57781,-88.65127,SmallStreams,Region_5,ILSS-1118,2014,6/26/2014,1,BERW,15.25,Poor
1003829,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,,CAMBARIDAE,3548,3.0,0.0,31.36399,-93.19881,SmallStreams,Region_6,LAS9-0947,2014,7/1/2014,1,BERW,21.97,Poor
1003830,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,3.0,1.0,41.41992,-78.74775,RiversOther,Region_3,PAR9-0901,2014,7/1/2014,1,BETB,47.6,Fair
1003835,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,ARCHILESTES,ARCHILESTES,3473,1.0,1.0,38.4235,-119.0023,LargeStreams,Region_9,NVLS-1072,2014,6/30/2014,1,BERW,42.93,Fair
1003836,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,34.0,1.0,47.69212,-121.9663,RiversOther,Region_10,WAR9-0909,2014,7/1/2014,1,BETB,31.05,Poor
1003837,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,25.0,1.0,,,,,WARF-0108,2014,,1,BETB,,
1003838,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,17.0,1.0,,,,,WARF-0109,2014,,1,BETB,,
1003839,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,9.0,1.0,39.72249,-75.66642,SmallStreams,Region_3,DESS-1092,2014,7/2/2014,1,BERW,32.27,Fair
1003840,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS,3582,2.0,1.0,39.12838,-84.82103,RiversMajor,Region_5,INRM-1003,2014,7/2/2014,1,BETB,4.73,Poor
1003841,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,,COENAGRIONIDAE,3606,1.0,1.0,41.82238,-96.85704,SmallStreams,Region_7,NESS-1134,2014,7/2/2014,1,BERW,3.03,Poor
1003842,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,,,,,WIRF-0001,2014,,1,BETB,,
1003843,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,,,,,LAS9-0945,2014,,2,BERW,,
1003845,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,7.0,1.0,,,,,WARF-0110,2014,,1,BETB,,
1003846,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,,,47.05149,-122.7213,SmallStreams,Region_10,WAS9-0916,2014,7/2/2014,1,BERW,9.47,Poor
1003847,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,31.31669,-90.29969,LargeStreams,Region_4,MSS9-0919,2014,7/6/2014,1,BERW,63.33,Good
1003848,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,6.0,1.0,,,,,NYRF-0006,2014,,1,BETB,,
1003849,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,,,44.37292,-123.8363,RiversOther,Region_10,ORR9-0906,2014,7/2/2014,1,BETB,27.88,Poor
1003850,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,4.0,1.0,43.49885,-70.46423,RiversOther,Region_1,MER9-0905,2014,7/7/2014,1,BETB,24.03,Poor
1003851,ARTHROPODA,MALACOSTRACA,AMPHIPODA,,,AMPHIPODA,3450,23.0,0.0,42.40438954,-95.87348016,SmallStreams,Region_7,IAS9-0921,2014,7/7/2014,1,BERW,30.38,Fair
1003852,ARTHROPODA,INSECTA,TRICHOPTERA,APATANIIDAE,APATANIA,APATANIA,3466,1.0,1.0,43.25553,-73.5864,RiversMajor,Region_2,NYR9-0914,2014,7/7/2014,1,BETB,50.03,Fair
1003853,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,ANACAENA,ANACAENA,3453,1.0,1.0,27.56777,-97.79459,SmallStreams,Region_6,TXSS-1229,2014,7/7/2014,1,BERW,13.48,Poor
1003854,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,5.0,1.0,,,,,CORF-0003,2014,,1,BERW,,
1003855,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,7.0,1.0,44.67449,-84.32747,RiversMajor,Region_5,MIRM-1001,2014,7/7/2014,1,BETB,36.92,Good
1003856,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,MSS9-0917,2014,,2,BERW,,
1003857,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,35.75565,-96.21008,LargeStreams,Region_6,OKS9-0941,2014,7/7/2014,1,BERW,28.68,Fair
1003858,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,2.0,1.0,38.26276,-81.22258,LargeStreams,Region_3,WVLS-1020,2014,7/7/2014,1,BERW,55.17,Good
1003860,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,BRILLIA,BRILLIA,3535,1.0,1.0,40.3726,-89.40746,SmallStreams,Region_5,ILS9-0924,2014,7/8/2014,1,BERW,18.28,Poor
1003861,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,WIRF-0010,2014,,1,BERW,,
1003862,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,10.0,1.0,40.79022,-85.82739,RiversMajor,Region_5,INRM-1005,2014,7/8/2014,1,BETB,55.68,Good
1003863,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,,,,,NYRF-0004,2014,,1,BETB,,
1003864,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,4.0,1.0,43.47235,-73.84035,RiversMajor,Region_2,NYRM-1006,2014,7/8/2014,1,BETB,69.45,Good
1003865,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ALOTANYPUS,ALOTANYPUS,3437,1.0,1.0,37.89016,-118.7154,LargeStreams,Region_9,CALS-1102,2014,7/8/2014,1,BERW,47.45,Fair
1003866,ARTHROPODA,INSECTA,HEMIPTERA,NAUCORIDAE,AMBRYSUS,AMBRYSUS,3438,2.0,1.0,,,,,CORF-0005,2014,,1,BERW,,
1003868,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,2.0,1.0,47.29311,-91.56625,SmallStreams,Region_5,MNSS-1168,2014,7/8/2014,1,BERW,41.5,Good
1003869,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,37.25198,-89.66009,LargeStreams,Region_7,MOLS-1086,2014,7/8/2014,1,BETB,27.92,Poor
1003870,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,31.5687,-89.32066,RiversMajor,Region_4,MSR9-0908,2014,7/8/2014,1,BETB,54.93,Good
1003871,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,BAETIDAE,3500,2.0,0.0,47.47418,-102.6896,LargeStreams,Region_8,NDLS-1068,2014,7/8/2014,1,BERW,48.8,Fair
1003872,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,5.0,1.0,40.05924,-101.753,SmallStreams,Region_7,NESS-1128,2014,7/8/2014,1,BERW,48.9,Good
1003873,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,4.0,1.0,34.54844,-95.89648,SmallStreams,Region_6,OKSS-1429,2014,7/8/2014,1,BERW,37.2,Fair
1003874,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,AMERICOROPHIUM,AMERICOROPHIUM,3442,,,45.99067,-118.9969,RiversMajor,Region_10,ORRM-1010,2014,7/8/2014,1,BETB,0.0,Poor
1003875,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,AULODRILUS,AULODRILUS,3496,1.0,1.0,40.14318,-75.51026,RiversOther,Region_3,PAR9-0909,2014,7/8/2014,1,BETB,19.07,Poor
1003876,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,32.06618,-93.41412,RiversMajor,Region_6,LAR9-0905,2014,7/8/2014,1,BETB,27.38,Poor
1003877,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRUS,BRACHYCENTRUS,3526,2.0,1.0,47.79247,-109.2768,RiversMajor,Region_8,MTR9-0921,2014,7/8/2014,1,BETB,69.03,Good
1003878,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,1.0,1.0,48.72955,-105.4412,LargeStreams,Region_8,MTS9-0930,2014,7/8/2014,1,BERW,73.18,Good
1003879,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,44.03291,-101.5472,RiversOther,Region_8,SDRO-1070,2014,7/8/2014,1,BERW,33.33,Poor
1003880,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,ARRENURIDAE,ARRENURUS,ARRENURUS,3481,,,42.44584415,-96.01966152,LargeStreams,Region_7,IAS9-0932,2014,7/8/2014,1,BERW,33.32,Fair
1003881,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,15.0,1.0,46.03379,-117.1125,RiversMajor,Region_10,WARM-1003,2014,7/8/2014,1,BETB,43.58,Fair
1003883,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,1.0,1.0,44.64747,-84.09452,RiversMajor,Region_5,MIR9-0909,2014,7/8/2014,1,BETB,42.0,Good
1003884,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,6.0,1.0,,,,,NYRF-0003,2014,,1,BETB,,
1003885,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,,AESHNIDAE,3418,1.0,0.0,41.84804,-71.78683,SmallStreams,Region_1,RIS9-0911,2014,7/9/2014,1,BERW,12.32,Poor
1003886,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,48.39032,-102.7695,LargeStreams,Region_8,NDLS-1070,2014,7/9/2014,1,BERW,67.55,Good
1003887,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,,,,,WIRF-0009,2014,,1,BETB,,
1003888,ARTHROPODA,INSECTA,PLECOPTERA,NEMOURIDAE,AMPHINEMURA,AMPHINEMURA,3449,7.0,1.0,,,,,CORF-0002,2014,,1,BERW,,
1003889,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,ANTOCHA,ANTOCHA,3465,1.0,1.0,39.94937,-90.56089,SmallStreams,Region_5,ILSS-1117,2014,7/9/2014,1,BERW,1.97,Poor
1003890,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,47.75502,-91.53362,SmallStreams,Region_5,MNS9-0931,2014,7/9/2014,1,BERW,50.12,Good
1003891,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,38.40648,-90.38821,SmallStreams,Region_7,MOSS-1166,2014,7/9/2014,1,BERW,25.33,Poor
1003892,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,ARCHILESTES,ARCHILESTES,3473,,,40.62492,-100.5746,RiversOther,Region_7,NER9-0911,2014,7/9/2014,1,BERW,34.32,Fair
1003893,ARTHROPODA,INSECTA,TRICHOPTERA,APATANIIDAE,ALLOMYIA,ALLOMYIA,3433,4.0,1.0,45.87203,-117.9262,SmallStreams,Region_10,ORSS-1175,2014,7/9/2014,1,BERW,60.92,Good
1003894,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ARIGOMPHUS,ARIGOMPHUS,3478,1.0,1.0,29.15721,-97.38375,RiversOther,Region_6,TXR9-0906,2014,7/9/2014,1,BERW,40.62,Good
1003895,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,BAETIDAE,3500,1.0,0.0,47.13183,-67.8981,RiversOther,Region_1,MER9-0901,2014,7/9/2014,1,BETB,17.33,Poor
1003896,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,3.0,1.0,48.94323,-106.8565,LargeStreams,Region_8,MTS9-0933,2014,7/9/2014,1,BERW,60.98,Good
1003897,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,7.0,1.0,35.46899,-94.95436,SmallStreams,Region_6,OKSS-1430,2014,7/9/2014,1,BERW,34.77,Fair
1003898,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,6.0,1.0,40.07336,-75.22354,LargeStreams,Region_3,PAS9-0915,2014,7/9/2014,1,BERW,26.65,Poor
1003899,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIS,CAENIS,3542,2.0,1.0,44.10255,-101.0015,RiversOther,Region_8,SDRO-1074,2014,7/9/2014,1,BERW,11.2,Poor
1003901,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,48.36584,-108.1537,RiversMajor,Region_8,MTRM-1001,2014,7/9/2014,1,BETB,63.13,Good
1003902,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,43.30507,-73.59358,RiversMajor,Region_2,NYRM-1002,2014,7/10/2014,1,BETB,57.75,Good
1003903,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,5.0,1.0,39.69242,-75.72293,LargeStreams,Region_3,DELS-1038,2014,7/9/2014,1,BERW,36.9,Fair
1003904,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,,,46.27617,-118.1925,RiversOther,Region_10,WAR9-0904,2014,7/9/2014,1,BERW,69.88,Good
1003905,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,,,48.02285,-102.1922,LargeStreams,Region_8,NDLS-1073,2014,7/10/2014,1,BERW,18.17,Poor
1003906,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA,3476,1.0,1.0,29.30338,-97.69902,LargeStreams,Region_6,TXLS-1120,2014,7/10/2014,1,BERW,22.42,Poor
1003907,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,BAETIDAE,3500,,,,,,,CORF-0004,2014,,1,BERW,,
1003908,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,,,38.36417,-119.4448,LargeStreams,Region_9,CALS-1099,2014,7/9/2014,1,BERW,81.48,Good
1003909,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,39.59013,-90.8737,SmallStreams,Region_5,ILS9-0926,2014,7/10/2014,1,BERW,34.33,Fair
