PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,SITETYPE,INDEX_VISIT,SITESAMP,AG_ECO9,SAMPLE_TYPE,METRIC_TAXA_ROOT,COMP_PT,DIVS_PT,FEED_PT,HABT_PT,RICH_PT,TOLR_PT,MMI_BENT,BENT_MMI_COND
6/12/2023,2013564,NRS_NJ-10062,NRS18_NJ_10013,9/21/2018,1,NJ,PROB,,Y,CPL,BETB,WSA,6.36,6.63,2.5,0,0,2.05,29.23,Poor
6/12/2023,2013565,NRS_VA-10136,NRS18_VA_10011,9/21/2018,1,VA,PROB,,Y,SAP,BERW,WSA,0.68,6.62,6.67,4.05,2,0,33.37,Fair
6/12/2023,2013566,NRS_MO-10099,NRS18_MO_10053,9/21/2018,1,MO,PROB,,Y,CPL,BETB,WSA,9.59,4.38,2.5,4.13,2.5,4.27,45.62,Fair
6/12/2023,2013567,NRS_MO-10113,NRS18_MO_10055,9/20/2018,1,MO,PROB,,Y,CPL,BETB,WSA,9.98,3.37,3.75,5.57,1.88,5.33,49.8,Fair
6/12/2023,2013568,NRS_MN-10200,NRS18_MN_10063,9/21/2018,1,MN,PROB,,Y,UMW,BETB,WSA,5.61,4.06,0,2.89,0,0.34,21.5,Poor
6/12/2023,2013569,NRS_MO-10145,NRS18_MO_10033,9/23/2018,1,MO,PROB,,Y,TPL,BETB,WSA,6.01,5.06,3.75,2.94,5,8.05,51.35,Good
6/12/2023,2013570,NRS_MN-10203,NRS18_MN_10066,9/23/2018,1,MN,PROB,,Y,UMW,BETB,WSA,3.95,6.58,4.29,3.9,2.78,3.92,42.37,Good
6/12/2023,2013571,NRS_WY-10575,NRS18_WY_11747,9/22/2018,1,WY,PROB,,Y,XER,BERW,WSA,5.2,1.13,2.86,0.69,2.94,0,21.37,Poor
6/12/2023,2013572,NRS_WY-10481,NRS18_WY_10060,9/21/2018,1,WY,PROB,,Y,XER,BERW,WSA,4.39,7.59,4.29,3.33,6.47,6.15,53.7,Fair
6/12/2023,2013573,NRS_IA-10139,NRS18_IA_10024,9/24/2018,1,IA,PROB,,Y,TPL,BERW,WSA,8.16,5.11,1.25,4.12,7,9.27,58.18,Good
6/12/2023,2013574,NRS_MO-10167,NRS18_MO_10812,9/23/2018,1,MO,PROB,,Y,TPL,BERW,WSA,6.74,3.98,3.75,4.12,4,1.79,40.63,Good
6/12/2023,2013575,NRS_WI-10156,NRS18_WI_10017,9/24/2018,1,WI,PROB,,Y,UMW,BERW,WSA,6.14,2.9,0,5.59,1.67,4.39,34.48,Fair
6/12/2023,2013576,NRS_MD-10077,NRS18_MD_10013,9/24/2018,1,MD,PROB,,Y,SAP,BERW,WSA,1.42,7.55,5.56,2.52,3.5,3.19,39.57,Fair
6/12/2023,2013577,NRS_KS-10040,NRS18_KS_10001,9/24/2018,2,KS,PROB,,Y,TPL,BERW,WSA,3.93,9.26,6.25,7.65,5,5.74,63.05,Good
6/12/2023,2013578,NRS_MN-10136,NRS18_MN_10033,9/24/2018,1,MN,PROB,,Y,UMW,BETB,WSA,4.94,6.19,0,0.19,2.78,5.14,32.07,Fair
6/12/2023,2013579,NRS_MO-10158,NRS18_MO_10214,9/24/2018,1,MO,PROB,,Y,SAP,BERW,WSA,2.89,3.6,1.11,1.76,0,0.13,15.82,Poor
6/12/2023,2013580,NRS_WI-10225,NRS18_WI_10542,9/25/2018,1,WI,PROB,,Y,UMW,BERW,WSA,4.41,9.42,7.14,5.86,5.56,4.43,61.37,Good
6/12/2023,2013581,NRS_GA-10183,NRS18_GA_RF001,9/25/2018,1,GA,HAND,,Y,CPL,BETB,WSA,7.84,6.27,5,1.89,5,3.02,48.37,Fair
6/12/2023,2013582,NRS_MN-10059,NRS18_MN_10013,9/25/2018,1,MN,PROB,,Y,UMW,BETB,WSA,6.69,1.61,0,6.08,4.44,5.92,41.23,Good
6/12/2023,2013583,NRS_MO-10160,NRS18_MO_10362,9/25/2018,1,MO,PROB,,Y,TPL,BERW,WSA,0.29,3.3,1.25,1.18,1,0.87,13.15,Poor
6/12/2023,2013584,NRS_MI-10061,NRS18_MI_10062,9/26/2018,1,MI,PROB,,Y,UMW,BERW,WSA,9.67,0,0,1.45,0,0,18.53,Poor
6/12/2023,2013585,NRS_IA-10058,NRS18_IA_10001,9/26/2018,2,IA,PROB,,Y,TPL,BERW,WSA,0.13,5.68,2.5,2.35,1,3.7,25.6,Poor
6/12/2023,2013586,NRS_TX-10103,NRS18_TX_10002,9/25/2018,1,TX,PROB,,Y,CPL,BETB,WSA,9.17,3.49,2.5,0,1.88,5.63,37.78,Poor
6/12/2023,2013587,NRS_FL-10212,NRS18_FL_RF001,9/26/2018,1,FL,HAND,,Y,CPL,BERW,WSA,9.34,5.21,1.25,7.93,3.75,6.43,56.52,Good
6/12/2023,2013588,NRS_MN-10208,NRS18_MN_10071,9/26/2018,1,MN,PROB,,Y,TPL,BETB,WSA,3.81,6.31,3.75,2.35,1,0,28.7,Fair
6/12/2023,2013589,NRS_WI-10217,NRS18_WI_10245,9/26/2018,1,WI,PROB,,Y,UMW,BERW,WSA,3.71,4.77,4.29,0,0,1.67,24.07,Fair
6/12/2023,2013590,NRS_VA-10140,NRS18_VA_10015,9/26/2018,1,VA,PROB,,Y,CPL,BERW,WSA,7.31,8.99,1.25,7.76,5.62,4.18,58.52,Good
6/12/2023,2013591,NRS_NE-10171,NRS18_NE_10042,9/26/2018,1,NE,PROB,,Y,SPL,BERW,WSA,2.13,5.5,1.43,4.3,3.33,1.43,30.2,Fair
6/12/2023,2013593,NRS_MI-10097,NRS18_MI_10013,9/27/2018,2,MI,PROB,,Y,TPL,BETB,WSA,6.32,3.41,5,2.35,2,2.2,35.47,Fair
6/12/2023,2013594,NRS_SD-10385,NRS18_SD_10014,9/26/2018,2,SD,PROB,,Y,NPL,BERW,WSA,2.78,0.66,0,8.38,2.86,0.42,25.17,Poor
6/12/2023,2013595,NRS_WI-10123,NRS18_WI_10022,9/27/2018,1,WI,PROB,,Y,UMW,BERW,WSA,9.8,0,0,8.3,1.67,5,41.28,Good
6/12/2023,2013596,NRS_NE-10032,NRS18_NE_10011,9/27/2018,1,NE,PROB,,Y,SPL,BERW,WSA,6.27,2.65,1.43,5.18,3.33,1.43,33.82,Fair
6/12/2023,2013597,NRS_PA-10131,NRS18_PA_10217,9/26/2018,1,PA,PROB,,Y,NAP,BERW,WSA,8.42,9.1,5.56,6.89,10,7.22,78.65,Good
6/12/2023,2013598,NRS_OR-10672,NRS18_OR_10519,9/26/2018,1,OR,PROB,,Y,XER,BERW,WSA,10,6.57,10,8.19,10,6.15,84.85,Good
6/12/2023,2013599,NRS_OR-10649,NRS18_OR_10231,9/25/2018,1,OR,PROB,,Y,XER,BERW,WSA,0,2.74,4.29,5.93,4.12,2.78,33.1,Poor
6/12/2023,2013600,NRS_MO-10149,NRS18_MO_10037,9/26/2018,1,MO,PROB,,Y,TPL,BETB,WSA,4.41,4.72,0,1.18,1,0.99,20.5,Poor
6/12/2023,2013601,NRS_WI-10127,NRS18_WI_10083,10/1/2018,1,WI,PROB,,Y,UMW,BERW,WSA,8.94,6.58,5.71,6.87,8.89,5.23,70.37,Good
6/12/2023,2013602,NRS_WI-10222,NRS18_WI_10324,10/2/2018,1,WI,PROB,,Y,UMW,BERW,WSA,5.99,6.77,4.29,8.16,9.44,6.3,68.25,Good
6/12/2023,2013603,NRS_VA-10147,NRS18_VA_10022,10/3/2018,1,VA,PROB,,Y,SAP,BERW,WSA,5.03,7.05,4.44,1.42,8,5.16,51.83,Good
6/12/2023,2013604,NRS_VA-10079,NRS18_VA_10006,10/4/2018,1,VA,PROB,,Y,SAP,BETB,WSA,5.99,10,5.56,7.53,8,2.6,66.13,Good
6/12/2023,2013605,NRS_AZ-10626,NRS18_AZ_10011,4/25/2019,1,AZ,PROB,,Y,WMT,BERW,WSA,0,2.21,2.86,0.62,0,1.22,11.52,Poor
6/12/2023,2013606,NRS_AZ-10432,NRS18_AZ_10001,4/25/2019,1,AZ,PROB,,Y,XER,BERW,WSA,10,0.3,4.29,3.98,1.76,8.91,48.73,Fair
6/12/2023,2013607,NRS_NM-10123,NRS18_NM_10007,4/26/2019,1,NM,PROB,,Y,WMT,BERW,WSA,1.59,5.5,2.86,2.94,2.94,2.82,31.08,Poor
6/12/2023,2013608,NRS_NM-10247,NRS18_NM_10645,4/25/2019,1,NM,PROB,,Y,WMT,BERW,WSA,3.92,4.43,2.86,3.29,4.71,5.36,40.95,Fair
6/12/2023,2013609,NRS_AZ-10625,NRS18_AZ_10010,4/26/2019,1,AZ,PROB,,Y,XER,BERW,WSA,5.71,3.58,2.86,2.67,1.18,4.74,34.57,Poor
6/12/2023,2013610,NRS_AZ-10695,NRS18_AZ_10021,4/26/2019,1,AZ,PROB,,Y,WMT,BERW,WSA,0,3.7,5.71,0,0,0,15.68,Poor
6/12/2023,2013611,NRS_AZ-10619,NRS18_AZ_10006,4/28/2019,1,AZ,PROB,,Y,XER,BERW,WSA,10,0.53,1.43,1.55,1.18,7.51,37,Poor
6/12/2023,2013612,NRS_NM-10061,NRS18_NM_10001,4/27/2019,1,NM,PROB,,Y,WMT,BERW,WSA,3.34,7.93,8.57,2.95,5.88,3.66,53.88,Good
6/12/2023,2013613,NRS_NM-10149,NRS18_NM_10038,4/28/2019,1,NM,PROB,,Y,WMT,BERW,WSA,1.24,0,1.43,0.23,0,5.72,14.37,Poor
6/12/2023,2013614,NRS_NM-10245,NRS18_NM_10511,4/29/2019,1,NM,PROB,,Y,SPL,BERW,WSA,8.27,6.54,1.43,4.95,4,4.29,49.13,Good
6/12/2023,2013615,NRS_AZ-10475,NRS18_AZ_10002,4/28/2019,1,AZ,PROB,,Y,XER,BETB,WSA,0,6.58,7.14,0.84,3.53,0,30.15,Poor
6/12/2023,2013616,NRS_AZ-10733,NRS18_AZ_12837,4/28/2019,1,AZ,PROB,,Y,XER,BETB,WSA,0,4.81,2.86,1.19,2.94,3.14,24.9,Poor
6/12/2023,2013617,NRS_AZ-10690,NRS18_AZ_10016,4/29/2019,1,AZ,PROB,,Y,WMT,BERW,WSA,1.46,0,0,0,0,0,2.43,Poor
6/12/2023,2013618,NRS_TX-10259,NRS18_TX_10024,4/30/2019,1,TX,PROB,,Y,CPL,BERW,WSA,4.01,0,0,0,0,4.5,14.18,Poor
6/12/2023,2013619,NRS_AZ-10655,NRS18_AZ_10007,4/29/2019,1,AZ,PROB,,Y,XER,BETB,WSA,0,4.9,2.86,0,0,0,12.93,Poor
6/12/2023,2013620,NRS_NV-10286,NRS18_NV_10004,4/30/2019,1,NV,PROB,,Y,XER,BETB,WSA,0,2.13,2.86,0,0.59,0.94,10.87,Poor
6/12/2023,2013621,NRS_AZ-10694,NRS18_AZ_10020,4/30/2019,1,AZ,PROB,,Y,XER,BETB,WSA,0,0.56,4.29,0,0.59,0,9.07,Poor
6/12/2023,2013622,NRS_NM-10288,NRS18_NM_10968,4/30/2019,1,NM,PROB,,Y,SPL,BERW,WSA,7.4,3.65,4.29,4.11,0.67,2.86,38.3,Good
6/12/2023,2013623,NRS_NM-10241,NRS18_NM_10507,5/1/2019,1,NM,PROB,,Y,SPL,BERW,WSA,0.15,7.11,4.29,6.1,0.67,0,30.53,Fair
6/12/2023,2013624,NRS_TX-10324,NRS18_TX_10074,5/1/2019,1,TX,PROB,,Y,SPL,BERW,WSA,0.21,2.94,2.86,5.18,2,0,21.98,Fair
6/12/2023,2013625,NRS_TX-10329,NRS18_TX_10079,5/2/2019,1,TX,PROB,,Y,SPL,BETB,WSA,1.78,8.01,4.29,3.57,5.33,1.43,40.68,Good
6/12/2023,2013626,NRS_NM-10348,NRS18_NM_11409,5/2/2019,1,NM,PROB,,Y,SPL,BERW,WSA,2.76,9.48,5.71,4.39,2.67,2.86,46.45,Good
6/12/2023,2013627,NRS_NM-10340,NRS18_NM_11401,5/2/2019,1,NM,PROB,,Y,SPL,BERW,WSA,1.84,5.17,4.29,7.32,2,1.43,36.75,Good
6/12/2023,2013628,NRS_AZ-10731,NRS18_AZ_12038,5/2/2019,1,AZ,PROB,,Y,XER,BERW,WSA,5.62,3.94,2.86,0.65,1.18,3.83,30.13,Poor
6/12/2023,2013629,NRS_AZ-10662,NRS18_AZ_10012,5/3/2019,1,AZ,PROB,,Y,XER,BERW,WSA,8.98,4.64,4.29,2.03,4.71,6.58,52.05,Fair
6/12/2023,2013630,NRS_NM-10154,NRS18_NM_10014,5/6/2019,1,NM,PROB,,Y,WMT,BERW,WSA,0,0,0,0,0,5.5,9.17,Poor
6/12/2023,2013631,NRS_NM-10326,NRS18_NM_11246,5/5/2019,1,NM,PROB,,Y,XER,BERW,WSA,0,3.33,5.71,2.03,1.76,0.94,22.95,Poor
6/12/2023,2013632,NRS_AZ-10701,NRS18_AZ_10027,5/6/2019,1,AZ,PROB,,Y,XER,BERW,WSA,10,6.96,1.43,2.67,3.53,7.28,53.12,Fair
6/12/2023,2013633,NRS_AZ-10665,NRS18_AZ_10013,5/5/2019,1,AZ,PROB,,Y,WMT,BERW,WSA,4.13,0,0,2.31,0.59,8.68,26.18,Poor
6/12/2023,2013634,NRS_TX-10291,NRS18_TX_10041,5/6/2019,1,TX,PROB,,Y,SPL,BERW,WSA,7.45,8.58,7.14,7.68,9.33,7.14,78.87,Good
6/12/2023,2013635,NRS_NM-10263,NRS18_NM_10809,5/7/2019,1,NM,PROB,,Y,XER,BERW,WSA,2.86,5.19,2.86,2.36,2.94,4.79,35,Poor
6/12/2023,2013636,NRS_AZ-10730,NRS18_AZ_12037,5/7/2019,1,AZ,PROB,,Y,XER,BERW,WSA,9.39,1.86,2.86,2.44,3.53,5,41.8,Poor
6/12/2023,2013637,NRS_NM-10068,NRS18_NM_10035,5/8/2019,1,NM,PROB,,Y,WMT,BERW,WSA,2.17,1.4,4.29,1.73,1.76,0,18.92,Poor
6/12/2023,2013638,NRS_AZ-10656,NRS18_AZ_10014,5/7/2019,1,AZ,PROB,,Y,XER,BETB,WSA,0,0,0,0.84,0,0,1.4,Poor
6/12/2023,2013639,NRS_AZ-10422,NRS18_AZ_10004,5/3/2019,1,AZ,PROB,,Y,XER,BETB,WSA,0,0,1.43,0,0,0,2.38,Poor
6/12/2023,2013640,NRS_AZ-10426,NRS18_AZ_10005,5/2/2019,1,AZ,PROB,,Y,XER,BETB,WSA,0,0,1.43,0,0,0,2.38,Poor
6/12/2023,2013641,NRS_NM-10378,NRS18_NM_11545,5/9/2019,1,NM,PROB,,Y,WMT,BERW,WSA,5.49,5.78,5.71,3.72,5.29,4.71,51.17,Good
6/12/2023,2013642,NRS_AZ-10722,NRS18_AZ_10457,5/9/2019,1,AZ,PROB,,Y,XER,BETB,WSA,7.65,0.25,2.86,0.17,1.18,0,20.18,Poor
6/12/2023,2013643,NRS_AZ-10698,NRS18_AZ_10024,5/10/2019,1,AZ,PROB,,Y,WMT,BERW,WSA,0,5.23,2.86,1.73,0,0,16.37,Poor
6/12/2023,2013644,NRS_AZ-10729,NRS18_AZ_10843,5/10/2019,1,AZ,PROB,,Y,WMT,BERW,WSA,0.34,1.35,1.43,0,0,0,5.2,Poor
6/12/2023,2013645,NRS_AZ-10740,NRS18_AZ_12844,5/9/2019,1,AZ,PROB,,Y,XER,BETB,WSA,0.06,9.16,7.14,1.08,2.94,2.78,38.6,Poor
6/12/2023,2013646,NRS_NM-10323,NRS18_NM_11094,5/10/2019,1,NM,PROB,,Y,WMT,BERW,WSA,3.75,3.66,2.86,0,4.12,5.05,32.4,Poor
6/12/2023,2013647,NRS_AZ-10584,NRS18_AZ_10003,5/12/2019,1,AZ,PROB,,Y,WMT,BERW,WSA,2.05,6.06,0,0,1.18,3.41,21.17,Poor
6/12/2023,2013648,NRS_NM-10376,NRS18_NM_11437,5/12/2019,1,NM,PROB,,Y,SPL,BERW,WSA,5.54,5.73,1.43,0,4.67,5.71,38.47,Good
6/12/2023,2013649,NRS_AZ-10721,NRS18_AZ_10456,5/12/2019,1,AZ,PROB,,Y,XER,BERW,WSA,5.66,3.57,0,1.84,0,3.47,24.23,Poor
6/12/2023,2013650,NRS_NM-10373,NRS18_NM_11434,5/13/2019,1,NM,PROB,,Y,SPL,BERW,WSA,5.91,2.84,1.43,3.14,3.33,4.29,34.9,Fair
6/12/2023,2013651,NRS_AZ-10657,NRS18_AZ_10015,5/13/2019,1,AZ,PROB,,Y,XER,BERW,WSA,7.7,3.3,2.86,0,0,0,23.1,Poor
6/12/2023,2013652,NRS_AZ-10670,NRS18_AZ_10008,5/13/2019,1,AZ,PROB,,Y,WMT,BERW,WSA,1.46,0,0,1.49,0,0,4.92,Poor
6/12/2023,2013653,NRS_AZ-10675,NRS18_AZ_10009,5/14/2019,1,AZ,PROB,,Y,WMT,BERW,WSA,0.49,2.1,1.43,0.14,0,0,6.93,Poor
6/12/2023,2013654,NRS_TX-10405,NRS18_TX_11093,5/14/2019,1,TX,PROB,,Y,XER,BERW,WSA,10,0,0,0,0,3.47,22.45,Poor
6/12/2023,2013655,NRS_NM-10061,NRS18_NM_10001,5/14/2019,2,NM,PROB,,Y,WMT,BERW,WSA,7.09,5.35,8.57,3.44,7.06,4.89,60.67,Good
6/12/2023,2013657,NRS_NM-10340,NRS18_NM_11401,5/16/2019,2,NM,PROB,,Y,SPL,BERW,WSA,2.18,7.96,4.29,7.14,2.67,1.43,42.78,Good
6/12/2023,2013658,NRS_NM-10348,NRS18_NM_11409,5/17/2019,2,NM,PROB,,Y,SPL,BERW,WSA,2.45,6.26,1.43,6.74,2.67,2.86,37.35,Good
6/12/2023,2013659,NRS_TX-10447,NRS18_TX_11224,5/19/2019,1,TX,PROB,,Y,XER,BERW,WSA,0,4.75,4.29,3.2,0.59,0.01,21.4,Poor
6/12/2023,2013660,NRS_TX-10398,NRS18_TX_11086,5/19/2019,1,TX,PROB,,Y,XER,BERW,WSA,0,0.47,1.43,3.98,0,0.21,10.15,Poor
6/12/2023,2013661,NRS_TX-10413,NRS18_TX_11101,5/19/2019,1,TX,PROB,,Y,XER,BERW,WSA,0,0,1.43,0,0,0,2.38,Poor
6/12/2023,2013662,NRS_NM-10227,NRS18_NM_10397,5/19/2019,1,NM,PROB,,Y,XER,BERW,WSA,0,3.68,2.86,2.06,0.59,5.79,24.97,Poor
6/12/2023,2013663,NRS_NM-10386,NRS18_NM_11701,5/20/2019,1,NM,PROB,,Y,XER,BETB,WSA,9.18,5.03,4.29,4.17,4.12,5,52.98,Fair
6/12/2023,2013664,NRS_TX-10453,NRS18_TX_11369,5/19/2019,1,TX,PROB,,Y,SPL,BETB,WSA,4.8,8.44,7.14,3.14,4.67,0,46.98,Good
6/12/2023,2013665,NRS_TX-10449,NRS18_TX_11330,5/19/2019,1,TX,PROB,,Y,SPL,BETB,WSA,8.94,5.92,2.86,6.53,4.67,1.43,50.58,Good
6/12/2023,2013666,NRS_NM-10153,NRS18_NM_10013,5/15/2019,1,NM,PROB,,Y,SPL,BETB,WSA,6.48,7.54,1.43,9.04,6,7.14,62.72,Good
6/12/2023,2013667,NRS_TX-10389,NRS18_TX_11028,5/21/2019,1,TX,PROB,,Y,SPL,BERW,WSA,0,1.04,0,0,0,0,1.73,Poor
6/12/2023,2013668,NRS_NM-10131,NRS18_NM_10042,5/21/2019,1,NM,PROB,,Y,XER,BETB,WSA,10,1.6,1.43,5.59,3.53,5.38,45.88,Fair
6/12/2023,2013669,NRS_TX-10448,NRS18_TX_11270,5/21/2019,1,TX,PROB,,Y,SPL,BETB,WSA,5.71,9.19,5.71,7.12,7.33,4.29,65.58,Good
6/12/2023,2013670,NRS_NM-10211,NRS18_NM_10381,5/23/2019,1,NM,PROB,,Y,XER,BETB,WSA,8.32,0,0,0,0,0.94,15.43,Poor
6/12/2023,2013671,NRS_NM-10171,NRS18_NM_10031,5/22/2019,1,NM,PROB,,Y,XER,BETB,WSA,0,5.46,1.43,6.25,4.12,3.92,35.3,Poor
6/12/2023,2013672,NRS_TX-10370,NRS18_TX_10887,5/22/2019,1,TX,PROB,,Y,SPL,BERW,WSA,1.28,5.59,2.86,5.18,0.67,0,25.97,Fair
6/12/2023,2013673,NRS_NM-10123,NRS18_NM_10007,5/27/2019,2,NM,PROB,,Y,WMT,BERW,WSA,1.03,3.69,2.86,3.29,1.76,0,21.05,Poor
6/12/2023,2013674,NRS_NM-10099,NRS18_NM_10003,5/26/2019,1,NM,PROB,,Y,WMT,BERW,WSA,2.59,4.87,2.86,1.29,3.53,0,25.23,Poor
6/12/2023,2013675,NRS_NM-10259,NRS18_NM_10805,5/24/2019,1,NM,PROB,,Y,XER,BERW,WSA,0,4.04,2.86,0.17,0,0,11.78,Poor
6/12/2023,2013676,NRS_NM-10322,NRS18_NM_11002,5/28/2019,1,NM,PROB,,Y,SPL,BERW,WSA,0.66,6.92,4.29,2.27,0.67,2.86,29.45,Fair
6/12/2023,2013677,NRS_GA-10174,NRS18_GA_10057,5/29/2019,1,GA,PROB,,Y,CPL,BERW,WSA,10,1.36,1.25,3.88,0,10,44.15,Fair
6/12/2023,2013678,NRS_NM-10271,NRS18_NM_10951,5/29/2019,1,NM,PROB,,Y,SPL,BERW,WSA,6.89,2.65,0,4.46,0,0,23.33,Fair
6/12/2023,2013679,NRS_GA-10145,NRS18_GA_10036,5/30/2019,1,GA,PROB,,Y,SAP,BERW,WSA,3.83,9.57,5.56,4.97,5,6,58.22,Good
6/12/2023,2013680,NRS_TX-10089,NRS18_TX_10017,5/29/2019,1,TX,PROB,,Y,XER,BETB,WSA,0.09,6.79,2.86,3.51,1.76,0.94,26.58,Poor
6/12/2023,2013681,NRS_NM-10159,NRS18_NM_10019,5/30/2019,1,NM,PROB,,Y,WMT,BERW,WSA,3.34,8.54,4.29,4.5,4.12,3.1,46.48,Fair
6/12/2023,2013682,NRS_TX-10432,NRS18_TX_11185,5/31/2019,1,TX,PROB,,Y,XER,BERW,WSA,1.31,2.41,1.43,1.28,1.18,0.94,14.25,Poor
6/12/2023,2013683,NRS_TX-10420,NRS18_TX_11144,6/2/2019,1,TX,PROB,,Y,XER,BERW,WSA,0,0,0,0,0,0,0,Poor
6/12/2023,2013684,NRS_SC-10098,NRS18_SC_10332,6/2/2019,1,SC,PROB,,Y,CPL,BETB,WSA,2.85,3.91,2.5,2.17,0,2.6,23.38,Poor
6/12/2023,2013685,NRS_KY-10079,NRS18_KY_10012,6/3/2019,1,KY,PROB,,Y,TPL,BETB,WSA,0.41,4.49,2.5,1.76,2,2.49,22.75,Poor
6/12/2023,2013686,NRS_NM-10267,NRS18_NM_10947,5/31/2019,1,NM,PROB,,Y,SPL,BERW,WSA,2.55,3.27,0,6.02,1.33,0,21.95,Fair
6/12/2023,2013687,NRS_SC-10083,NRS18_SC_10017,6/3/2019,1,SC,PROB,,Y,CPL,BERW,WSA,6.45,9.82,3.75,4.52,4.38,4.89,56.35,Good
6/12/2023,2013688,NRS_NM-10057,NRS18_NM_10002,6/3/2019,1,NM,PROB,,Y,XER,BETB,WSA,10,0,1.43,1.46,3.53,10,44.03,Fair
6/12/2023,2013689,NRS_NC-10133,NRS18_NC_10012,6/3/2019,1,NC,PROB,,Y,SAP,BERW,WSA,0,0,0,0,0,0,0,Poor
6/12/2023,2013690,NRS_VA-10090,NRS18_VA_10004,6/4/2019,1,VA,PROB,,Y,SAP,BERW,WSA,0,0,0,3.87,0,0,6.45,Poor
6/12/2023,2013691,NRS_PA-10050,NRS18_PA_10003,6/4/2019,1,PA,PROB,,Y,SAP,BERW,WSA,0,0,0,0,0,0,0,Poor
6/12/2023,2013692,NRS_NY-10178,NRS18_NY_10250,6/4/2019,1,NY,PROB,,Y,NAP,BERW,WSA,7.41,1.89,1.11,6.34,5.24,10,53.32,Fair
6/12/2023,2013693,NRS_VT-10100,NRS18_VT_10003,6/3/2019,1,VT,PROB,,Y,NAP,BERW,WSA,6.93,3.42,4.44,4.92,8.57,5.81,56.82,Good
6/12/2023,2013694,NRS_VT-10152,NRS18_VT_RF001,6/4/2019,1,VT,HAND,,Y,NAP,BERW,WSA,9.07,1.85,3.33,8.19,6.67,9.57,64.47,Good
6/12/2023,2013695,NRS_MN-10212,NRS18_MN_10253,6/4/2019,1,MN,PROB,,Y,UMW,BERW,WSA,0.61,5.48,4.29,5.02,0.56,0,26.6,Fair
6/12/2023,2013696,NRS_KY-10028,NRS18_KY_10002,6/4/2019,1,KY,PROB,,Y,TPL,BETB,WSA,0.96,0.45,0,0,0,4.59,10,Poor
6/12/2023,2013697,NRS_AL-10108,NRS18_AL_11088,6/4/2019,1,AL,PROB,,Y,SAP,BETB,WSA,0.13,0.5,0,0,0.5,0,1.88,Poor
6/12/2023,2013698,NRS_GA-10041,NRS18_GA_10002,6/4/2019,1,GA,PROB,,Y,CPL,BERW,WSA,8.46,3.91,1.25,2.97,3.12,7.7,45.68,Fair
6/12/2023,2013699,NRS_OR-10483,NRS18_OR_10013,6/4/2019,1,OR,PROB,,Y,WMT,BETB,WSA,4.65,9.23,8.57,3.36,7.06,2.39,58.77,Good
6/12/2023,2013700,NRS_SC-10028,NRS18_SC_10001,6/4/2019,1,SC,PROB,,Y,CPL,BERW,WSA,8.99,4.32,1.25,3.33,2.5,3.13,39.2,Poor
6/12/2023,2013701,NRS_TX-10377,NRS18_TX_10987,6/4/2019,1,TX,PROB,,Y,SPL,BERW,WSA,0,0,0,0.89,0,0,1.48,Poor
6/12/2023,2013702,NRS_MN-10175,NRS18_MN_10038,6/4/2019,1,MN,PROB,,Y,UMW,BERW,WSA,0,7.29,0,0,0,0,12.15,Poor
6/12/2023,2013703,NRS_NM-10127,NRS18_NM_10008,6/4/2019,1,NM,PROB,,Y,XER,BETB,WSA,10,0,1.43,3.51,2.94,7.7,42.63,Poor
6/12/2023,2013704,NRS_MN-10155,NRS18_MN_10022,6/5/2019,1,MN,PROB,,Y,TPL,BERW,WSA,0.5,4.15,2.5,0,0,0,11.92,Poor
6/12/2023,2013705,NRS_OK-10231,NRS18_OK_11427,6/5/2019,1,OK,PROB,,Y,SPL,BERW,WSA,0.34,1.9,0,0,0,0,3.73,Poor
6/12/2023,2013706,NRS_WV-10017,NRS18_WV_10005,6/4/2019,1,WV,PROB,,Y,SAP,BETB,WSA,6.84,6.19,3.33,1.73,5.5,2.51,43.5,Fair
6/12/2023,2013707,NRS_NY-10225,NRS18_NY_10700,6/5/2019,1,NY,PROB,,Y,NAP,BETB,WSA,2.3,1.84,2.22,3.04,1.9,4.64,26.57,Poor
6/12/2023,2013708,NRS_SC-10024,NRS18_SC_10002,6/5/2019,1,SC,PROB,,Y,CPL,BETB,WSA,0,5.09,2.5,2.64,1.25,1.61,21.82,Poor
6/12/2023,2013709,NRS_KY-10105,NRS18_KY_10027,6/5/2019,1,KY,PROB,,Y,TPL,BETB,WSA,0,5.34,2.5,1.18,0,0,15.03,Poor
6/12/2023,2013710,NRS_MN-10090,NRS18_MN_10005,6/5/2019,1,MN,PROB,,Y,UMW,BETB,WSA,0,7.16,0,4.94,2.22,4.12,30.73,Fair
6/12/2023,2013711,NRS_GA-10156,NRS18_GA_10026,6/5/2019,1,GA,PROB,,Y,CPL,BETB,WSA,9.54,5.74,2.5,4.94,6.88,6.11,59.52,Good
6/12/2023,2013712,NRS_CA-11236,NRS18_CA_10247,6/5/2019,1,CA,PROB,,Y,XER,BETB,WSA,0,7.58,5.71,2.22,2.35,1.71,32.62,Poor
6/12/2023,2013713,NRS_AL-10038,NRS18_AL_10004,6/5/2019,1,AL,PROB,,Y,CPL,BERW,WSA,6.07,6.51,0,3.79,0.62,3.75,34.57,Poor
